name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
V-Color TRA516G66S834O 128 GB,997.99,56600,816,7.797,Black,10.303,34.0
V-Color TRA524G68S834O 192 GB,1879.99,56800,824,9.792,Black,10.0,34.0
V-Color TRA532G62D832O 256 GB,2239.98,56200,832,8.75,Black,10.968,34.0
V-Color TRA532G64D832O 256 GB,2319.98,56400,832,9.062,Black,10.0,32.0
Mushkin Essentials 16 GB,0.0,42666,116,0.0,Green / Black,14.254,19.0
G.Skill Ripjaws 16 GB,33.74,31600,28,2.109,Unknown,13.75,11.0
Crucial CT2K16G4VFD4213 32 GB,0.0,42133,216,0.0,Black / Green,14.065,15.0
Mushkin Proline 16 GB,60.99,43200,116,3.812,Unknown,13.75,22.0
Kingston FURY Impact 16 GB,43.98,42666,116,2.749,Black,11.253,15.0
Mushkin Essentials 16 GB,36.99,31333,28,2.312,Green,13.503,9.0
Samsung M393B2G70DB0-CK0 16 GB,28.58,31600,116,1.786,Black / Green,13.75,11.0
Kingston ValueRAM 16 GB,29.99,31600,116,1.874,Green,13.75,11.0
G.Skill Ripjaws 8 GB,25.93,42400,24,3.241,Black,13.333,16.0
G.Skill Ripjaws 16 GB,49.48,43000,28,3.092,Black / Blue,10.667,16.0
Corsair Vengeance Performance 8 GB,29.99,42400,18,3.749,Black / Yellow,13.333,16.0
Crucial CT32G4RFD4213 32 GB,59.8,42133,132,1.869,Green / Black,14.065,15.0
Crucial Ballistix Sport LT 64 GB,0.0,43200,416,0.0,Red / Black,10.0,16.0
Kingston Server Premier 16 GB,63.63,43200,116,3.977,Unknown,13.75,22.0
Patriot Signature Line 16 GB,33.99,42666,116,2.124,Unknown,14.254,19.0
Kingston FURY Impact 8 GB,26.55,42666,18,3.319,Black,11.253,15.0
Crucial CT51264BC1067 4 GB,19.95,31066,14,4.987,Green,13.133,7.0
Mushkin Essentials 4 GB,13.13,31066,14,3.283,Green,13.133,7.0
Crucial CT2KIT51264BF160B 8 GB,0.0,31600,24,0.0,Green,13.75,11.0
G.Skill F3-1600C11S-8GSL 8 GB,0.0,31600,18,0.0,Unknown,13.75,11.0
Crucial CT51264BF186DJ 4 GB,16.48,31866,14,4.12,Black / Green,13.934,13.0
Crucial CT2KIT102464BF186D 16 GB,39.0,31866,28,2.438,Black / Green,13.934,13.0
G.Skill Ripjaws 8 GB,22.08,42133,18,2.76,Black / Blue,14.065,15.0
Mushkin Essentials 16 GB,236.99,31600,116,14.812,Black / Blue,13.75,11.0
Mushkin Essentials 16 GB,235.99,31866,116,14.749,Black / Blue,13.934,13.0
G.Skill Ripjaws 16 GB,38.4,42133,116,2.4,Black,14.065,15.0
Kingston ValueRAM 8 GB,71.68,42400,18,8.96,Green / Black,14.167,17.0
Kingston KVR26S19S8/8 8 GB,20.38,42666,18,2.547,Green / Black,14.254,19.0
Crucial Ballistix Sport LT 64 GB,0.0,43000,416,0.0,Silver / Black,10.0,15.0
G.Skill Trident Z Royal 64 GB,0.0,42666,232,0.0,Gold,14.254,19.0
Mushkin Redline Lumina 16 GB,56.26,42666,28,3.516,Black,12.003,16.0
Silicon Power SP008GBSFU240B02 8 GB,50.26,42400,18,6.282,Unknown,14.167,17.0
TEAMGROUP T-Force Zeus 64 GB,0.0,43200,232,0.0,Red / Black,13.75,22.0
Mushkin MES4S240HF16G 16 GB,43.99,42400,116,2.749,Unknown,14.167,17.0
V-Color TRA532G68D834Q 128 GB,1299.99,56800,432,10.156,White,10.0,34.0
Crucial CT51264BA1339 4 GB,19.93,31333,14,4.982,Black / Green,13.503,9.0
G.Skill F3-10666CL9D-8GBSQ 8 GB,21.55,31333,24,2.694,Green,13.503,9.0
GeIL GS34GB1066C7SC 4 GB,17.38,31066,14,4.345,Green,13.133,7.0
Mushkin Essentials 8 GB,191.99,2667,24,23.999,Green,14.993,5.0
Patriot Signature 4 GB,9.99,31333,14,2.498,Blue,13.503,9.0
Crucial CT2KIT51264BF1339 8 GB,32.59,31333,24,4.074,Green,13.503,9.0
Crucial CT25664BF1339 2 GB,12.99,31333,12,6.495,Green,13.503,9.0
G.Skill Ares 16 GB,57.46,31600,44,3.591,Black / Orange,11.25,9.0
Patriot Signature 8 GB,43.68,31600,18,5.46,Green,13.75,11.0
Mushkin Essentials 16 GB,0.0,31600,28,0.0,Green,13.75,11.0
Kingston KVR16S11S8/4 4 GB,18.97,31600,14,4.742,Unknown,13.75,11.0
Crucial Ballistix Sport 8 GB,59.9,31600,24,7.487,Unknown,11.25,9.0
G.Skill F3-1600C9D-8GSL 8 GB,21.63,31600,24,2.704,Green,11.25,9.0
G.Skill Ripjaws 8 GB,19.19,31600,18,2.399,Unknown,13.75,11.0
G.Skill Aegis 8 GB,0.0,31333,18,0.0,Unknown,13.503,9.0
Kingston KVR16R11D4/16 16 GB,0.0,31600,116,0.0,Black / Blue,13.75,11.0
Crucial CT16G3R186DM 16 GB,42.99,31866,116,2.687,Black / Green,13.934,13.0
G.Skill FA-10666CL9D-8GBSQ 8 GB,0.0,31333,24,0.0,Black / Green,13.503,9.0
Crucial CT2KIT12864BA160B 2 GB,0.0,31600,21,0.0,Black / Green,13.75,11.0
Crucial CT16G3ERSLD41339 16 GB,28.99,31333,116,1.812,Green,13.503,9.0
Crucial CT32G3ERSLQ41339 32 GB,0.0,31333,132,0.0,Black,13.503,9.0
Crucial CT8G3ERSLQ81067 8 GB,48.99,31066,18,6.124,Green,13.133,7.0
Kingston KVR13LR9D4/16 16 GB,72.98,31333,116,4.561,Green,13.503,9.0
Kingston KVR13LSE9/8 8 GB,120.0,31333,18,15.0,Green,13.503,9.0
Mushkin Proline 16 GB,31.92,31600,116,1.995,Green,13.75,11.0
Kingston HX318LS11IBK2/16 16 GB,0.0,31866,28,0.0,Black / White,11.79,11.0
Crucial CT2K51264BD160BJ 8 GB,25.0,31600,24,3.125,Black / Green,13.75,11.0
G.Skill Ripjaws 16 GB,40.14,42133,28,2.509,Black / Blue,14.065,15.0
Corsair ValueSelect 32 GB,0.0,42133,216,0.0,Black,14.065,15.0
Crucial CT4K16G4DFD8213 64 GB,299.95,42133,416,4.687,Black / Green,14.065,15.0
G.Skill Trident Z 64 GB,478.0,43200,88,7.469,Silver / White,8.75,14.0
Kingston ValueRAM 8 GB,0.0,42133,18,0.0,Green / Black,14.065,15.0
G.Skill Ripjaws 32 GB,163.4,43000,216,5.106,Black / Blue,10.667,16.0
Kingston KTH-PL426D8/16G 16 GB,53.49,42666,116,3.343,Green / Black,14.254,19.0
Mushkin Essentials 32 GB,91.72,42400,216,2.866,Green / Black,14.167,17.0
Crucial CT102464BF186D 8 GB,19.0,31866,18,2.375,Green / Black,13.934,13.0
Crucial CT16G3ERVLD4160B 16 GB,38.99,31333,116,2.437,Green / Black,16.504,11.0
Kingston ValueRAM 16 GB,49.99,42400,116,3.124,Green / Black,14.167,17.0
Kingston KTH-PL426S8/8G 8 GB,37.22,42666,18,4.652,Green / Black,14.254,19.0
Corsair CMSX4GX4M1A2400C16 4 GB,17.95,42400,14,4.487,Black,13.333,16.0
Kingston KCP426SS8/8 8 GB,29.32,42666,18,3.665,Green / Black,12.753,17.0
G.Skill Trident Z Royal 32 GB,0.0,43200,216,0.0,Gold,8.75,14.0
G.Skill Trident Z Royal 32 GB,0.0,44000,48,0.0,Gold,7.5,15.0
Kingston FURY Renegade 16 GB,0.0,42666,116,0.0,Black,9.752,13.0
G.Skill Trident Z5 RGB 32 GB,0.0,55200,216,0.0,White / Black,15.385,40.0
Kingston Server Premier 16 GB,64.18,42666,116,4.011,Unknown,14.254,19.0
Kingston Server Premier 16 GB,0.0,43200,116,0.0,Unknown,13.75,22.0
Kingston ValueRAM 16 GB,39.9,43200,116,2.494,Unknown,13.75,22.0
Mushkin Redline 64 GB,261.5,43600,232,4.086,Black,10.0,18.0
Mushkin Redline 16 GB,61.26,31600,28,3.829,Black,11.25,9.0
Mushkin Redline 32 GB,100.01,42666,216,3.125,Unknown,14.254,19.0
Mushkin Redline 32 GB,270.0,42666,216,8.438,Red,12.003,16.0
G.Skill Sniper X 32 GB,270.36,43200,216,8.449,Black / White,10.0,16.0
Silicon Power XPOWER Zenith Gaming 32 GB,0.0,55600,216,0.0,White,14.286,40.0
Silicon Power SP032GBSFU266X22 32 GB,0.0,42666,216,0.0,Unknown,14.254,19.0
TEAMGROUP Elite 16 GB,0.0,42400,116,0.0,Black,13.333,16.0
TEAMGROUP TPD416G3200HC2201 16 GB,0.0,43200,116,0.0,Black / Gold,13.75,22.0
Mushkin Proline 16 GB,35.94,31866,116,2.246,Unknown,13.934,13.0
Mushkin Redline 32 GB,0.0,55600,216,0.0,Black,16.429,46.0
TEAMGROUP T-Create Classic 16 GB,56.33,55600,116,3.521,Black,16.429,46.0
V-Color TRA516G60S832Q 64 GB,399.99,56000,416,6.25,White,10.667,32.0
Kingston FURY Renegade Pro 128 GB,918.07,56000,816,7.172,Black,10.667,32.0
Crucial CT25664BC1067 2 GB,0.0,31066,12,0.0,Green,13.133,7.0
Corsair Dominator GT 6 GB,0.0,31600,32,0.0,Black / Red,8.75,7.0
Corsair XMS3 3 GB,0.0,31333,31,0.0,Black / White,13.503,9.0
Crucial Ballistix Tracer 1 GB,0.0,2800,11,0.0,Black,10.0,4.0
Corsair Dominator 4 GB,0.0,31600,22,0.0,Black / Blue,10.0,8.0
Corsair Dominator GT 4 GB,0.0,31600,22,0.0,Black / Red,8.75,7.0
Corsair Dominator GT 4 GB,0.0,31600,22,0.0,Black / Red,8.75,7.0
Corsair Dominator 6 GB,0.0,31600,32,0.0,Black / Blue,8.75,7.0
Corsair XMS3 12 GB,0.0,31333,62,0.0,Black / White,13.503,9.0
Corsair VS1GB533D2 1 GB,0.0,2533,11,0.0,Green,15.009,4.0
Corsair XMS3 6 GB,0.0,31600,32,0.0,Black / Blue,10.0,8.0
Corsair Dominator 2 GB,0.0,31600,21,0.0,Black / Blue,11.25,9.0
Corsair Dominator 2 GB,0.0,21066,21,0.0,Black / Blue,9.381,5.0
Corsair XMS3 2 GB,0.0,31333,21,0.0,Black / White,13.503,9.0
Corsair XMS3 2 GB,0.0,31333,21,0.0,Black / White,13.503,9.0
Corsair VS2GBKIT533D2 2 GB,0.0,2533,21,0.0,Green,15.009,4.0
Corsair VS2GBKIT667D2 2 GB,0.0,2667,21,0.0,Green,14.993,5.0
Corsair VS4GBKIT667D2 4 GB,0.0,2667,22,0.0,Green,14.993,5.0
Crucial CT12864AC800 1 GB,19.98,2800,11,19.98,Green,15.0,6.0
Crucial CT12864BA1339 1 GB,0.0,31333,11,0.0,Green,13.503,9.0
Crucial CT25664AA1067 2 GB,0.0,21066,12,0.0,Green,13.133,7.0
Crucial CT25664AA800 2 GB,0.0,2800,12,0.0,Green,15.0,6.0
Crucial CT25672AB667S 2 GB,0.0,2667,12,0.0,Green,14.993,5.0
Crucial CT2CP25672AF667 4 GB,0.0,2667,22,0.0,Green,14.993,5.0
Crucial CT2CP25672BA1067 4 GB,0.0,31066,22,0.0,Green,13.133,7.0
Crucial CT2KIT12864BA1339 2 GB,0.0,31333,21,0.0,Green,13.503,9.0
Crucial CT2KIT25664BA1339 4 GB,27.99,31333,22,6.997,Green,13.503,9.0
Crucial CT2KIT25664BC1067 4 GB,0.0,31066,22,0.0,Green,13.133,7.0
Crucial CT3KIT12864BA1339 3 GB,0.0,31333,31,0.0,Green,13.503,9.0
Crucial CT3KIT25664BA1339 6 GB,0.0,31333,32,0.0,Green,13.503,9.0
Kingston HyperX 2 GB,0.0,2800,21,0.0,Blue / White,10.0,4.0
Corsair Dominator 4 GB,0.0,31600,22,0.0,Black / Blue,11.25,9.0
Corsair Dominator GT 6 GB,0.0,31866,32,0.0,Black / Red,9.646,9.0
Corsair Dominator 6 GB,0.0,31800,32,0.0,Black / Blue,10.0,9.0
Kingston ValueRAM 4 GB,0.0,31066,22,0.0,Green,13.133,7.0
Kingston ValueRAM 6 GB,0.0,31333,32,0.0,Green,13.503,9.0
Crucial CT25672AA667 2 GB,0.0,2667,12,0.0,Green,14.993,5.0
Crucial CT2KIT12872AF66 2 GB,0.0,2667,21,0.0,Green,14.993,5.0
Kingston ValueRAM 1 GB,0.0,2533,11,0.0,Green,15.009,4.0
Kingston ValueRAM 1 GB,20.95,2533,11,20.95,Green,15.009,4.0
Kingston ValueRAM 2 GB,0.0,2533,21,0.0,Green,15.009,4.0
Kingston ValueRAM 2 GB,32.4,2533,12,16.2,Green,15.009,4.0
Patriot Extreme Performance 2 GB,0.0,2800,21,0.0,Black / Silver,10.0,4.0
Patriot Sector 5 4 GB,0.0,31333,22,0.0,Black / Red,13.503,9.0
Patriot Signature 1 GB,0.0,2667,11,0.0,Green,14.993,5.0
Patriot PSD21G8002 1 GB,0.0,2800,11,0.0,Green,12.5,5.0
Patriot PSD22G6672 2 GB,0.0,2667,12,0.0,Green,14.993,5.0
Patriot Viper 4 GB,0.0,2800,22,0.0,Black / Silver,10.0,4.0
Patriot Viper 4 GB,0.0,21066,22,0.0,Black / Silver,9.381,5.0
Patriot Viper 6 GB,0.0,31333,32,0.0,Black / Blue,10.503,7.0
Patriot Viper 6 GB,0.0,31600,32,0.0,Black / Blue,11.25,9.0
Patriot Viper II Sector 5 4 GB,0.0,31600,22,0.0,Black / Red,10.0,8.0
OCZ Gold 2 GB,0.0,2800,21,0.0,Black / Yellow,12.5,5.0
OCZ Platinum Revision 2 2 GB,0.0,2800,21,0.0,Black / Silver,10.0,4.0
OCZ Reaper HPC 4 GB,0.0,21066,22,0.0,Black / Silver,9.381,5.0
OCZ Blade 6 GB,0.0,32000,32,0.0,Black / Silver,9.0,9.0
OCZ Platinum 6 GB,0.0,31333,32,0.0,Black / Silver,10.503,7.0
OCZ Platinum 2 GB,0.0,31600,21,0.0,Silver,8.75,7.0
OCZ Platinum 6 GB,0.0,31600,32,0.0,Silver,8.75,7.0
Kingston HyperX 2 GB,0.0,31333,12,0.0,Blue / White,10.503,7.0
ADATA Gaming 6 GB,0.0,31600,32,0.0,Black,11.25,9.0
ADATA XPG Gaming 8 GB,0.0,31600,24,0.0,Black,11.25,9.0
G.Skill Ripjaws 12 GB,0.0,31600,34,0.0,Black / Red,11.25,9.0
G.Skill Ripjaws 4 GB,0.0,31600,22,0.0,Black / Blue,10.0,8.0
Corsair Dominator 4 GB,0.0,31600,22,0.0,Black / Blue,10.0,8.0
Kingston HyperX 8 GB,0.0,31600,42,0.0,Blue / White,10.0,8.0
Kingston HyperX 6 GB,0.0,31600,32,0.0,Blue / White,8.75,7.0
Kingston HyperX 6 GB,0.0,31600,32,0.0,Blue / White,10.0,8.0
Kingston HyperX 6 GB,0.0,31600,32,0.0,Blue / White,11.25,9.0
Kingston HyperX 3 GB,0.0,31600,31,0.0,Blue / White,11.25,9.0
Kingston HyperX 3 GB,0.0,31600,31,0.0,Blue / White,10.0,8.0
Corsair XMS3 4 GB,0.0,31600,22,0.0,Black / Blue,11.25,9.0
Corsair XMS3 4 GB,0.0,31333,22,0.0,Black / Blue,13.503,9.0
Corsair XMS3 4 GB,0.0,31600,22,0.0,Black / Blue,8.75,7.0
Corsair XMS3 6 GB,0.0,31600,32,0.0,Black / Blue,11.25,9.0
Corsair XMS3 6 GB,0.0,31600,32,0.0,Black / Blue,8.75,7.0
Corsair XMS3 6 GB,0.0,31333,32,0.0,Black / Blue,10.503,7.0
Corsair XMS3 6 GB,0.0,31600,32,0.0,Black / Blue,10.0,8.0
Corsair XMS3 2 GB,0.0,31333,21,0.0,Black / Blue,13.503,9.0
Corsair XMS 6 GB,0.0,31333,32,0.0,Black / Blue,12.003,8.0
Corsair XMS 6 GB,0.0,32000,32,0.0,Black / Blue,9.0,9.0
Corsair XMS3 6 GB,0.0,31333,32,0.0,Black / Blue,13.503,9.0
Corsair Dominator GT 4 GB,0.0,32133,22,0.0,Black / Red,8.439,9.0
Crucial Ballistix 4 GB,0.0,31600,22,0.0,Orange,10.0,8.0
Crucial Ballistix 4 GB,0.0,31600,22,0.0,Orange,10.0,8.0
Corsair Dominator GT 16 GB,0.0,31333,44,0.0,Black / Blue,13.503,9.0
Corsair Dominator GT 4 GB,0.0,31866,22,0.0,Black / Red,9.646,9.0
Corsair Dominator GT 4 GB,0.0,32000,22,0.0,Black / Red,8.0,8.0
Corsair Dominator GT 6 GB,0.0,32000,32,0.0,Black / Red,8.0,8.0
Corsair Dominator GT 8 GB,0.0,32000,24,0.0,Black / Red,9.0,9.0
Corsair Dominator GT 8 GB,0.0,31866,42,0.0,Black / Red,9.646,9.0
Corsair CMV4GX3M2A1333C9 4 GB,0.0,31333,22,0.0,Black / Silver,13.503,9.0
Corsair XMS3 4 GB,0.0,31600,14,0.0,Black / Silver,8.75,7.0
ADATA Gaming 2 GB,0.0,31600,12,0.0,Black / Silver,11.25,9.0
ADATA XPG Gaming Series v2.0 4 GB,0.0,31600,22,0.0,Black / Green,11.25,9.0
ADATA XPG Gaming Series v2.0 6 GB,0.0,31600,32,0.0,Black / Green,11.25,9.0
ADATA Plus 4 GB,0.0,31600,22,0.0,Red / Silver,10.0,8.0
Crucial Ballistix 2 GB,0.0,31600,12,0.0,Orange,10.0,8.0
Crucial Ballistix 2 GB,0.0,31600,12,0.0,Black / Yellow,10.0,8.0
Crucial Ballistix Tracer 2 GB,0.0,31600,12,0.0,Blue / Silver,10.0,8.0
Crucial Ballistix Tracer 2 GB,0.0,31600,12,0.0,Black / Silver,10.0,8.0
Crucial Ballistix Tracer 2 GB,0.0,31600,12,0.0,Red / Silver,10.0,8.0
Crucial Ballistix Tracer 2 GB,0.0,31600,21,0.0,Green / Silver,10.0,8.0
Crucial Ballistix Tracer 4 GB,0.0,31600,22,0.0,Blue / Silver,10.0,8.0
Crucial Ballistix Tracer 4 GB,0.0,31600,22,0.0,Green / Silver,10.0,8.0
Crucial Ballistix Tracer 4 GB,0.0,31600,22,0.0,Black / Silver,10.0,8.0
Crucial Ballistix Tracer 3 GB,0.0,31600,31,0.0,Blue / Silver,10.0,8.0
Crucial Ballistix Tracer 3 GB,0.0,31600,31,0.0,Red / Silver,10.0,8.0
Crucial Ballistix 6 GB,0.0,31600,32,0.0,Orange / White,10.0,8.0
Crucial Ballistix Tracer 6 GB,0.0,31600,32,0.0,Blue / Silver,10.0,8.0
Crucial Ballistix Tracer 6 GB,0.0,31600,32,0.0,Green / Silver,10.0,8.0
Crucial Ballistix Tracer 6 GB,0.0,31600,32,0.0,Black / Silver,10.0,8.0
Crucial Ballistix Tracer 6 GB,0.0,31600,32,0.0,Red / Silver,10.0,8.0
G.Skill PI 4 GB,0.0,31600,22,0.0,Black / Blue,7.5,6.0
G.Skill PI + Turbulence 12 GB,0.0,31600,62,0.0,Black / Blue,7.5,6.0
G.Skill Ripjaws 4 GB,0.0,31600,22,0.0,Black / Blue,8.75,7.0
G.Skill Ripjaws 8 GB,0.0,31600,24,0.0,Black / Red,8.75,7.0
G.Skill Trident+ Turbulence II 8 GB,0.0,31600,24,0.0,Black / Red,8.75,7.0
G.Skill ECO 8 GB,0.0,31600,42,0.0,Black / Silver,8.75,7.0
G.Skill Ripjaws 8 GB,0.0,31600,42,0.0,Black / Blue,8.75,7.0
G.Skill Trident+ Turbulence II 12 GB,0.0,31600,34,0.0,Black / Red,8.75,7.0
G.Skill PI 6 GB,0.0,31600,32,0.0,Black / Blue,8.75,7.0
G.Skill PI 12 GB,0.0,31600,62,0.0,Black / Blue,8.75,7.0
G.Skill Trident+ Turbulence II 24 GB,0.0,31600,64,0.0,Black / Red,8.75,7.0
G.Skill Trident 2 GB,0.0,31600,21,0.0,Black / Red,10.0,8.0
G.Skill Trident 4 GB,0.0,31600,22,0.0,Black / Red,10.0,8.0
G.Skill ECO 8 GB,0.0,31600,42,0.0,Silver,10.0,8.0
G.Skill Ripjaws 8 GB,0.0,31600,42,0.0,Black / Blue,10.0,8.0
G.Skill Ripjaws 6 GB,0.0,31600,32,0.0,Black / Blue,10.0,8.0
G.Skill F3-12800CL8TU-6GBPI 6 GB,0.0,31600,32,0.0,Black / Blue,10.0,8.0
G.Skill F3-12800CL9D-2GBNQ 2 GB,0.0,31600,21,0.0,Red / Silver,11.25,9.0
G.Skill Ripjaws 8 GB,0.0,31600,42,0.0,Black / Red,11.25,9.0
G.Skill F3-12800CL9T-3GBNQ 3 GB,0.0,31600,31,0.0,Red / Silver,11.25,9.0
G.Skill F3-12800CL9T-6GBNQ 6 GB,0.0,31600,32,0.0,Red / Silver,11.25,9.0
G.Skill F3-12800CL9T2-12GBNQ 12 GB,0.0,31600,62,0.0,Red / Silver,11.25,9.0
GeIL Black Dragon 4 GB,0.0,31600,22,0.0,Black / Gold,10.0,8.0
GeIL Black Dragon 4 GB,0.0,31600,22,0.0,Black / Gold,11.25,9.0
GeIL Black Dragon 8 GB,0.0,31600,42,0.0,Black / Gold,11.25,9.0
GeIL Value PLUS 4 GB,0.0,31600,22,0.0,Black / Silver,11.25,9.0
GeIL Value PLUS 4 GB,0.0,31600,14,0.0,Black / Silver,11.25,9.0
GeIL Value PLUS 6 GB,0.0,31600,32,0.0,Black / Silver,10.0,8.0
GeIL Value PLUS 6 GB,0.0,31600,32,0.0,Black / Silver,11.25,9.0
Kingston HyperX 4 GB,0.0,31600,22,0.0,Blue / Silver,8.75,7.0
Kingston HyperX 4 GB,0.0,31600,22,0.0,Blue,10.0,8.0
Kingston HyperX 1 GB,0.0,31600,11,0.0,Blue / Silver,11.25,9.0
Kingston HyperX 2 GB,0.0,31600,12,0.0,Blue / Silver,11.25,9.0
Kingston HyperX Blu 2 GB,0.0,31600,12,0.0,Blue / Silver,11.25,9.0
Kingston HyperX Blu 2 GB,0.0,31600,21,0.0,Blue / Silver,11.25,9.0
Kingston HyperX Blu 4 GB,0.0,31600,22,0.0,Blue / Silver,11.25,9.0
Kingston HyperX 4 GB,0.0,31600,22,0.0,Blue / Silver,11.25,9.0
Kingston HyperX T1 6 GB,0.0,31600,32,0.0,Blue,11.25,9.0
PNY XLR8 4 GB,0.0,31600,22,0.0,Black / Silver,10.0,8.0
PNY XLR8 6 GB,0.0,31600,32,0.0,Black / Silver,10.0,8.0
Patriot G Series Sector 5 8 GB,0.0,31600,24,0.0,Black / Red,11.25,9.0
Patriot Viper II Sector 7 Edition 12 GB,0.0,31600,34,0.0,Black / Blue,11.25,9.0
Patriot Viper II Sector 7 Edition 24 GB,0.0,31600,64,0.0,Black / Blue,11.25,9.0
Patriot Viper II Sector 7 Edition 6 GB,0.0,31600,32,0.0,Black / Blue,11.25,9.0
Patriot Viper II Sector 7 Edition 6 GB,0.0,31600,32,0.0,Black / Blue,10.0,8.0
Patriot Viper Xtreme 4 GB,0.0,31600,22,0.0,Black / Silver,10.0,8.0
Patriot Viper Xtreme 8 GB,0.0,31600,24,0.0,Black / Silver,10.0,8.0
Patriot Viper Xtreme 12 GB,0.0,31600,34,0.0,Black / Silver,10.0,8.0
Patriot Viper Xtreme 6 GB,0.0,31600,32,0.0,Black / Silver,10.0,8.0
OCZ AMD Black Edition 4 GB,0.0,31600,22,0.0,Black / Silver,10.0,8.0
OCZ Blade SuperTuned 4 GB,0.0,31600,22,0.0,Black / Red,8.75,7.0
OCZ Fatal1ty 4 GB,0.0,31600,22,0.0,Black / Silver,8.75,7.0
OCZ Fatal1ty 6 GB,0.0,31600,32,0.0,Black / Silver,8.75,7.0
Crucial Ballistix Tracer 4 GB,0.0,31600,22,0.0,Red / Silver,10.0,8.0
G.Skill Ripjaws 12 GB,0.0,31600,34,0.0,Black / Blue,10.0,8.0
GeIL Value PLUS 8 GB,0.0,31600,24,0.0,Black / Silver,11.25,9.0
OCZ Flex II 4 GB,0.0,31600,22,0.0,Black / Silver,10.0,8.0
OCZ Gold 4 GB,0.0,31600,22,0.0,Black / Gold,10.0,8.0
OCZ Obsidian 6 GB,0.0,31600,32,0.0,Black / Silver,11.25,9.0
OCZ Obsidian 4 GB,0.0,31600,22,0.0,Black / Silver,11.25,9.0
OCZ Reaper 6 GB,0.0,31600,32,0.0,Black / Silver,7.5,6.0
OCZ Reaper X 4 GB,0.0,31600,22,0.0,Black / Silver,10.0,8.0
OCZ Reaper HPC R2 6 GB,0.0,31600,32,0.0,Black / Silver,8.75,7.0
OCZ Reaper HPC R2 12 GB,0.0,31600,62,0.0,Black / Silver,8.75,7.0
OCZ Platinum 4 GB,0.0,31600,22,0.0,Silver,7.5,6.0
OCZ Platinum 6 GB,0.0,31600,32,0.0,Silver,7.5,6.0
OCZ Platinum 4 GB,0.0,31600,22,0.0,Silver,11.25,9.0
OCZ Platinum 6 GB,0.0,31600,32,0.0,Silver,11.25,9.0
OCZ Signature 4 GB,0.0,31600,22,0.0,Green / Silver,11.25,9.0
OCZ Special Ops Edition 4 GB,0.0,31600,22,0.0,Camo,10.0,8.0
OCZ Signature 4 GB,0.0,31600,22,0.0,Red / Silver,10.0,8.0
OCZ OCZ3X1600R2LV6GK 6 GB,0.0,31600,32,0.0,Black / Silver,10.0,8.0
OCZ Platinum XTE 4 GB,0.0,31600,22,0.0,Black / Silver,8.75,7.0
OCZ Platinum XTE 6 GB,0.0,31600,32,0.0,Black / Silver,8.75,7.0
Wintec AMPX 4 GB,0.0,31600,22,0.0,Black / Silver,10.0,8.0
Mushkin Blackline 4 GB,0.0,31600,22,0.0,Black / Silver,10.0,8.0
Mushkin Blackline 8 GB,0.0,31600,24,0.0,Black / Silver,11.25,9.0
Mushkin Blackline 4 GB,0.0,31600,22,0.0,Black / Silver,11.25,9.0
Mushkin Blackline 4 GB,0.0,31600,22,0.0,Black / Silver,8.75,7.0
Mushkin Ridgeback 4 GB,0.0,31600,22,0.0,Black,7.5,6.0
Mushkin Silverline 4 GB,0.0,31600,22,0.0,Black / Silver,8.75,7.0
Mushkin Radioactive 4 GB,0.0,31600,22,0.0,Black / Yellow,7.5,6.0
Mushkin Redline 4 GB,0.0,31600,22,0.0,Red,7.5,6.0
Mushkin Blackline 6 GB,0.0,31600,32,0.0,Black / Silver,11.25,9.0
Mushkin Blackline 6 GB,0.0,31600,32,0.0,Black / Silver,8.75,7.0
Mushkin Blackline 6 GB,0.0,31600,32,0.0,Black / Silver,10.0,8.0
Mushkin Blackline 12 GB,0.0,31600,34,0.0,Black / Silver,11.25,9.0
Mushkin Blackline 6 GB,0.0,31600,32,0.0,Black / Silver,11.25,9.0
Mushkin Silverline 6 GB,0.0,31600,32,0.0,Black / Silver,8.75,7.0
ADATA Gaming 4 GB,0.0,31333,22,0.0,Black / Silver,12.003,8.0
Corsair XMS3 2 GB,0.0,31333,12,0.0,Black / White,13.503,9.0
Crucial Ballistix 1 GB,0.0,31333,11,0.0,Green,10.503,7.0
Crucial Ballistix 2 GB,0.0,31333,12,0.0,Orange / White,10.503,7.0
Crucial Ballistix Tracer 2 GB,0.0,31333,12,0.0,Blue / Silver,10.503,7.0
Crucial Ballistix Tracer 2 GB,0.0,31333,12,0.0,Green / Silver,10.503,7.0
Crucial Ballistix Tracer 2 GB,0.0,31333,12,0.0,Red / Silver,10.503,7.0
Crucial Ballistix 2 GB,0.0,31333,21,0.0,Orange / White,10.503,7.0
Crucial Ballistix Tracer 2 GB,0.0,31333,21,0.0,Blue / Silver,10.503,7.0
Crucial Ballistix Tracer 2 GB,0.0,31333,21,0.0,Black / Silver,10.503,7.0
Crucial Ballistix Tracer 2 GB,0.0,31333,21,0.0,Red / Silver,10.503,7.0
Crucial Ballistix 4 GB,0.0,31333,22,0.0,Orange / White,10.503,7.0
Crucial Ballistix Tracer 4 GB,0.0,31333,22,0.0,Blue / Silver,10.503,7.0
Crucial Ballistix Tracer 4 GB,0.0,31333,22,0.0,Green / Silver,10.503,7.0
Crucial Ballistix Tracer 4 GB,0.0,31333,22,0.0,Black / Silver,10.503,7.0
