name,price,capacity,price_per_gb,type,cache,form_factor,interface
Seagate Barracuda XT,179.49,2000.0,0.09,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,0.0,320.0,0.0,7200,16.0,3.5,SATA 6.0 Gb/s
Corsair Nova,0.0,32.0,0.0,SSD,0.0,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,0.0,750.0,0.0,7200,32.0,3.5,SATA 6.0 Gb/s
Seagate Barracuda Green,0.0,1500.0,0.0,5900,64.0,3.5,SATA 6.0 Gb/s
Seagate Momentus,0.0,750.0,0.0,7200,16.0,2.5,SATA 3.0 Gb/s
Corsair Force 3,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba MK2576GSX,37.0,250.0,0.148,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Constellation ES,0.0,2000.0,0.0,7200,64.0,3.5,SATA 6.0 Gb/s
Samsung 830,0.0,128.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Intel 520,683.1,480.0,1.423,SSD,0.0,2.5,SATA 6.0 Gb/s
Corsair Nova Series 2,0.0,30.0,0.0,SSD,0.0,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,0.0,1500.0,0.0,7200,64.0,3.5,SATA 6.0 Gb/s
ADATA XPG SX900,0.0,512.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
OCZ Agility 4,0.0,256.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
OCZ Vertex 3,0.0,120.0,0.0,SSD,0.0,3.5,SATA 6.0 Gb/s
OCZ RevoDrive X2,0.0,220.0,0.0,SSD,0.0,PCIe,PCIe x4
Intel 335,0.0,180.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,0.0,500.0,0.0,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital Blue,0.0,750.0,0.0,5400,8.0,2.5,SATA 6.0 Gb/s
Western Digital Black,0.0,500.0,0.0,7200,16.0,2.5,SATA 6.0 Gb/s
Toshiba HDD3A01,0.0,2000.0,0.0,7200,16.0,3.5,SAS 6.0 Gb/s
Toshiba HDD3A02,0.0,1000.0,0.0,7200,16.0,3.5,SAS 6.0 Gb/s
Toshiba DT01ACA,0.0,1000.0,0.0,7200,32.0,3.5,SATA 6.0 Gb/s
Toshiba DT01ACA,0.0,2000.0,0.0,7200,64.0,3.5,SATA 6.0 Gb/s
Toshiba MG03ACA,0.0,2000.0,0.0,7200,64.0,3.5,SATA 6.0 Gb/s
SanDisk SD6SB2M-128G-1022I,0.0,128.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K4000,0.0,2000.0,0.0,7200,64.0,3.5,SAS 6.0 Gb/s
Kingston SSDNow KC300,128.99,60.0,2.15,SSD,0.0,2.5,SATA 6.0 Gb/s
Crucial M550,0.0,1000.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Crucial M550,0.0,128.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Intel 730,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Crucial M550,177.77,128.0,1.389,SSD,0.0,M.2-2280,M.2 SATA
Samsung SM843TN,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
SanDisk EXTREME PRO,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Red Pro,212.31,3000.0,0.071,7200,64.0,3.5,SATA 6.0 Gb/s
SanDisk X300S,0.0,512.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Intel Pro 2500,0.0,180.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba PH2100U-1SHD,0.0,1000.0,0.0,Unknown,32.0,2.5,SATA 6.0 Gb/s
Apotop MASS3C512GBR,0.0,512.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Crucial MX200,0.0,250.0,0.0,SSD,0.0,M.2-2260,M.2 SATA
Micron M600,0.0,128.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Kingston Savage,0.0,960.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
OCZ Trion 100,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Patriot Ignite M2,0.0,240.0,0.0,SSD,256.0,M.2-2280,M.2 SATA
Seagate Surveillance HDD,0.0,4000.0,0.0,5900,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,0.0,6000.0,0.0,7200,128.0,3.5,SATA 6.0 Gb/s
ADATA Premier SP550,0.0,480.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
ADATA Premier SP600NS34,0.0,256.0,0.0,SSD,0.0,M.2-2242,M.2 SATA
Transcend TS128GSSD370S,69.98,128.0,0.547,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate ST2000NX0303,0.0,2000.0,0.0,7200,128.0,2.5,SATA 6.0 Gb/s
Western Digital Blue,185.0,5000.0,0.037,5400,64.0,3.5,SATA 6.0 Gb/s
SanDisk X400,0.0,512.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
AMD Radeon R3,0.0,480.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
OCZ RD400,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Samsung SM961,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Intel 600p,0.0,128.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Toshiba VX500,0.0,1000.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate BarraCuda Pro,0.0,8000.0,0.0,7200,256.0,3.5,SATA 6.0 Gb/s
ADATA SU800,0.0,128.0,0.0,SSD,0.0,M.2-2280,M.2 SATA
Drevo Ares,0.0,256.0,0.0,SSD,0.0,PCIe,PCIe x1
Toshiba MQ02ABD100H,0.0,1000.0,0.0,Unknown,64.0,2.5,SATA 6.0 Gb/s
Mushkin Source,0.0,500.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba MD04ACA500,0.0,5000.0,0.0,7200,128.0,3.5,SATA 6.0 Gb/s
TEAMGROUP L5 LITE,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,0.0,1000.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Corsair MP300,0.0,120.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X2
Seagate Enterprise Performance,115.0,1200.0,0.096,10000,128.0,3.5,SAS 12.0 Gb/s
Seagate SkyHawk Surveillance,130.0,6000.0,0.022,5400,256.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,844.0,8000.0,0.106,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Nytro Enterprise,0.0,1920.0,0.0,SSD,0.0,M.2-22110,M.2 PCIe 3.0 X4
Inland Professional,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X2
Lexar NM500,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X2
Lexar NS200,98.99,480.0,0.206,SSD,0.0,2.5,SATA 6.0 Gb/s
XPG SX6000 Lite,0.0,128.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Mushkin Helix-L,0.0,250.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power S55,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,0.0,3840.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Micron 5200 Pro,0.0,1920.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,0.0,500.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Samsung PM863,0.0,960.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Intel DC S3110,174.0,128.0,1.359,SSD,0.0,2.5,SATA 6.0 Gb/s
HP S700,0.0,500.0,0.0,SSD,0.0,M.2-2280,M.2 SATA
Hitachi 0TS1351,0.0,1920.0,0.0,SSD,0.0,PCIe,PCIe x8
Toshiba XG3,0.0,1000.0,0.0,SSD,1024.0,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM871b,0.0,256.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Zotac 10 Year Anniversary SONIX,0.0,480.0,0.0,SSD,512.0,PCIe,PCIe x4
Western Digital WD Blue,0.0,250.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan G,0.0,1000.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Biostar M500,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X2
Neo Forza NFS10,0.0,960.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Create Classic,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket 4.0,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG GAMMIX S41,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital SanDisk Extreme PRO,0.0,500.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital SanDisk Extreme PRO,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Purple,159.0,6000.0,0.026,5640,128.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,408.0,18000.0,0.023,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro 125,0.0,960.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Patriot P200,0.0,1000.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea A440 Pro,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Cardea A440 Pro,0.0,4000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Klevv NEO N400,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
KingSpec NE-2280,0.0,128.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
KingSpec XF,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
HP S750,0.0,512.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance +Rescue,111.98,3000.0,0.037,5400,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8,105.78,1000.0,0.106,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG08ADA400E,169.99,4000.0,0.042,7200,256.0,3.5,SATA 6.0 Gb/s
Leven JS300,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
V7 V7SSD512GBNV3U,52.99,512.0,0.103,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Intel D3-S4620,624.95,3840.0,0.163,SSD,0.0,2.5,SATA 6.0 Gb/s
Netac NV5000,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Netac NV2000,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
MSI SPATIUM M461,0.0,500.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
AITC Kingsman KP800,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
KIOXIA BG5,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
KIOXIA BG5 SED,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital PC SN740 Pyrite,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
OWC Mercury Electra 6G,69.98,500.0,0.14,SSD,0.0,2.5,SATA 6.0 Gb/s
Micron 5400 Pro,0.0,960.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Micron 5400 Max,0.0,1920.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Gigabyte 4000E,0.0,500.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM1090 w/ Heatsink,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 5.0 X4
KingSpec XF,39.99,512.0,0.078,SSD,0.0,M.2-2230,M.2 PCIe 4.0 X4
Toshiba N300,381.67,16000.0,0.024,7200,0.0,3.5,SATA 6.0 Gb/s
Western Digital SN530,32.0,256.0,0.125,SSD,0.0,M.2-2230,M.2 PCIe 3.0 X4
Seagate Exos 7E10 512e/4Kn,157.65,4000.0,0.039,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital WD Green,49.99,480.0,0.104,SSD,0.0,M.2-2280,M.2 SATA
Crucial M4,207.77,32.0,6.493,SSD,0.0,mSATA,mSATA
Mushkin ELEMENT,383.6,4000.0,0.096,SSD,0.0,2.5,SATA 6.0 Gb/s
KIOXIA BG5,45.0,512.0,0.088,SSD,0.0,M.2-2230,M.2 PCIe 4.0 X4
Intel 760p,729.99,2000.0,0.365,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Transcend SSD230S,29.99,128.0,0.234,SSD,0.0,2.5,SATA 6.0 Gb/s
Corsair CSSD-F4000GBMP600PHX,361.99,4000.0,0.09,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Nextorage NN5PRO,239.99,1000.0,0.24,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X8
Toshiba S300,194.15,6000.0,0.032,5400,256.0,3.5,SATA 6.0 Gb/s
KingSpec NX-2230,28.99,256.0,0.113,SSD,0.0,M.2-2230,M.2 PCIe 3.0 X4
Hitachi 7K1000.B,38.29,160.0,0.239,7200,8.0,3.5,SATA 3.0 Gb/s
Transcend MTS800,49.58,64.0,0.775,SSD,0.0,M.2-2280,M.2 SATA
Hitachi S800 S846,0.0,2000.0,0.0,SSD,0.0,2.5,SAS 6.0 Gb/s
Western Digital Red SA500,69.98,500.0,0.14,SSD,0.0,M.2-2280,M.2 SATA
VisionTek DLX3,35.17,256.0,0.137,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
KIOXIA BG5 SED,44.99,256.0,0.176,SSD,0.0,M.2-2230,M.2 PCIe 4.0 X4
Intel X25-V,59.99,40.0,1.5,SSD,0.0,2.5,SATA 3.0 Gb/s
Seagate Cheetah 15K.7,77.0,600.0,0.128,15000,16.0,3.5,SAS 6.0 Gb/s
Kingston UV500B,809.0,1920.0,0.421,SSD,0.0,2.5,SATA 6.0 Gb/s
Transcend 220S,64.98,512.0,0.127,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
MSI SPATIUM M480 PLAY,0.0,1000.0,0.0,SSD,1024.0,M.2-2280,M.2 PCIe 4.0 X4
Lenovo ThinkPad OPAL,129.86,512.0,0.254,SSD,0.0,M.2-2242,M.2 PCIe 4.0 X4
Seagate BarraCuda,69.98,500.0,0.14,7200,16.0,3.5,SATA 3.0 Gb/s
Seagate Constellation ES,53.99,1000.0,0.054,7200,32.0,3.5,SATA 3.0 Gb/s
Hitachi A7K2000,0.0,1000.0,0.0,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar SE16,79.98,320.0,0.25,7200,16.0,3.5,SATA 3.0 Gb/s
Hitachi Travelstar 5K500.B,119.99,500.0,0.24,5400,8.0,2.5,SATA 3.0 Gb/s
VisionTek mSATA,71.98,240.0,0.3,SSD,0.0,mSATA,mSATA
Western Digital Purple,71.09,2000.0,0.036,5400,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,219.45,2000.0,0.11,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital SE,104.0,1000.0,0.104,7200,128.0,3.5,SATA 6.0 Gb/s
Corsair Neutron XT,0.0,960.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Intel SSDSCKJW240H601,39.99,240.0,0.167,SSD,0.0,M.2-2280,M.2 SATA
Seagate BarraCuda Pro,263.98,8000.0,0.033,7200,256.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar,197.73,1800.0,0.11,10500,128.0,2.5,SAS 12.0 Gb/s
Seagate IronWolf Pro,275.0,8000.0,0.034,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos X14,372.5,12000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s
Sony Optiarc,37.95,240.0,0.158,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate EXOS Enterprise,79.0,2000.0,0.04,7200,256.0,3.5,SATA 6.0 Gb/s
Intel DC P4510,1750.0,4000.0,0.438,SSD,0.0,2.5,U.2
Toshiba N300 Pro,128.9,4000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s
KIOXIA EXCERIA PLUS,0.0,500.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
HP S700 Pro,78.98,512.0,0.154,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Blue Mobile,76.63,500.0,0.153,5400,16.0,2.5,SATA 6.0 Gb/s
Toshiba X300,299.51,8000.0,0.037,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital easystore,0.0,480.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4 7000s Premium,0.0,2000.0,0.0,SSD,1024.0,M.2-2280,M.2 PCIe 4.0 X4
VisionTek DLX3,75.0,1000.0,0.075,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Addlink S91,256.99,2000.0,0.128,SSD,0.0,M.2-2230,M.2 PCIe 4.0 X4
PNY CS3150,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 5.0 X4
OWC Mercury Electra 6G,34.0,250.0,0.136,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital RE3,53.23,500.0,0.106,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,138.63,750.0,0.185,5400,16.0,3.5,SATA 3.0 Gb/s
Hitachi 7K1000,39.99,1000.0,0.04,7200,32.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,0.0,1000.0,0.0,5900,32.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,0.0,2000.0,0.0,5900,32.0,3.5,SATA 3.0 Gb/s
Intel X25-M,300.0,160.0,1.875,SSD,0.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint F3 EG,0.0,1500.0,0.0,5400,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,79.95,500.0,0.16,7200,32.0,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,63.8,1000.0,0.064,5400,64.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,149.94,500.0,0.3,5400,16.0,3.5,SATA 3.0 Gb/s
Kingston SSDNow V+100,159.99,128.0,1.25,SSD,0.0,2.5,SATA 3.0 Gb/s
OCZ Vertex 3,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
OCZ Agility 3,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Caviar Green,0.0,1500.0,0.0,5400,64.0,3.5,SATA 6.0 Gb/s
Western Digital SiliconEdge Blue,0.0,256.0,0.0,SSD,0.0,2.5,SATA 3.0 Gb/s
Toshiba MK3261GSYN,0.0,320.0,0.0,7200,16.0,2.5,SATA 3.0 Gb/s
Toshiba MK6465GSX,39.0,640.0,0.061,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Barracuda Green,0.0,1000.0,0.0,5900,32.0,3.5,SATA 3.0 Gb/s
Toshiba MK5076GSX,0.0,500.0,0.0,5400,8.0,2.5,SATA 3.0 Gb/s
SanDisk Ultra,0.0,120.0,0.0,SSD,0.0,2.5,SATA 3.0 Gb/s
Western Digital Caviar Green,0.0,1000.0,0.0,5400,64.0,3.5,SATA 6.0 Gb/s
Mushkin Chronos,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
ADATA S510,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital AV-25,22.4,320.0,0.07,5400,16.0,2.5,SATA 3.0 Gb/s
Kingston SSDNow V200,0.0,256.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Kingston HyperX,0.0,480.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Kingston HyperX 3K,0.0,480.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba MK3259GSXP,0.0,320.0,0.0,5400,8.0,2.5,SATA 3.0 Gb/s
OCZ RevoDrive,0.0,50.0,0.0,SSD,0.0,PCIe,PCIe x4
OCZ RevoDrive,0.0,110.0,0.0,SSD,0.0,PCIe,PCIe x4
Hitachi Ultrastar 7K4000,0.0,3000.0,0.0,7200,64.0,3.5,SATA 6.0 Gb/s
Samsung 840,0.0,500.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Intel 335,219.0,240.0,0.912,SSD,0.0,2.5,SATA 6.0 Gb/s
SanDisk ReadyCache,0.0,32.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba Solid State Drive,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba HDKPC08,0.0,3000.0,0.0,7200,64.0,3.5,SATA 3.0 Gb/s
ADATA Premier Pro SP600,109.95,64.0,1.718,SSD,0.0,2.5,SATA 6.0 Gb/s
Intel DC S3700,417.0,200.0,2.085,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba PH2100U-1I54,85.99,1000.0,0.086,5400,8.0,2.5,SATA 6.0 Gb/s
Samsung ST750LM022/HN-M750MBB,0.0,750.0,0.0,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Constellation ES.3,0.0,4000.0,0.0,7200,128.0,3.5,SATA 6.0 Gb/s
Edge Tech Boost Pro Slim,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba DT01ACA,0.0,500.0,0.0,7200,32.0,3.5,SATA 6.0 Gb/s
Western Digital AV-GP,0.0,3000.0,0.0,5900,64.0,3.5,SATA 6.0 Gb/s
Corsair Force LS,0.0,120.0,0.0,SSD,256.0,2.5,SATA 6.0 Gb/s
Seagate STCL4000400 Retail Kit,0.0,4000.0,0.0,Unknown,64.0,3.5,SATA 6.0 Gb/s
Kingston SSDNow E100,0.0,100.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Crucial M550,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 SATA
Corsair Force LX,0.0,256.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Red,185.0,5000.0,0.037,5400,64.0,3.5,SATA 6.0 Gb/s
Intel 530,73.5,80.0,0.919,SSD,0.0,M.2-2280,M.2 SATA
Western Digital Green,0.0,5000.0,0.0,5400,64.0,3.5,SATA 6.0 Gb/s
Samsung 845DC PRO,0.0,400.0,0.0,SSD,512.0,2.5,SATA 6.0 Gb/s
Samsung 845DC PRO,0.0,800.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Dell F617N,0.0,300.0,0.0,15000,16.0,3.5,SAS 6.0 Gb/s
OCZ Vertex 460A,0.0,480.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
PNY CS1111,149.0,240.0,0.621,SSD,0.0,2.5,SATA 6.0 Gb/s
Mushkin Reactor,0.0,512.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Transcend TS1TSSD370S,0.0,1000.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital RE,0.0,6000.0,0.0,7200,128.0,3.5,SATA 6.0 Gb/s
Samsung MMDOE56G5MXP-0VB,0.0,256.0,0.0,SSD,0.0,2.5,SATA 3.0 Gb/s
SanDisk Z400s,181.44,128.0,1.417,SSD,0.0,M.2-2280,M.2 SATA
Toshiba P300,0.0,500.0,0.0,7200,64.0,3.5,SATA 6.0 Gb/s
Toshiba Q300,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Samsung PM863,0.0,3840.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
SanDisk X400,0.0,256.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Zotac T500,0.0,240.0,0.0,SSD,256.0,2.5,SATA 6.0 Gb/s
Western Digital Gold,234.45,8000.0,0.029,7200,128.0,3.5,SATA 6.0 Gb/s
AMD Radeon R3,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
AMD Radeon R3,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
OCZ RD400,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Kingston SSDNow KC400,125.0,256.0,0.488,SSD,0.0,2.5,SATA 6.0 Gb/s
Corsair Neutron XTi,0.0,960.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Plextor M8Pe,0.0,256.0,0.0,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Plextor M8Pe,0.0,1000.0,0.0,SSD,1024.0,PCIe,PCIe x4
OCZ RD400A,0.0,256.0,0.0,SSD,0.0,PCIe,PCIe x4
OCZ RD400A,0.0,512.0,0.0,SSD,0.0,PCIe,PCIe x4
Seagate IronWolf Pro,0.0,6000.0,0.0,7200,256.0,3.5,SATA 6.0 Gb/s
ADATA XPG SX8000,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
SanDisk Z410,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba X300,0.0,5000.0,0.0,7200,128.0,3.5,SATA 6.0 Gb/s
Intel Pro 6000p,104.19,128.0,0.814,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Intel Pro 6000p,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate ST3808110AS,0.0,80.0,0.0,7200,0.0,3.5,SATA 3.0 Gb/s
Crucial BX300,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Hitachi Deskstar NAS,0.0,6000.0,0.0,7200,128.0,3.5,SATA 6.0 Gb/s
Mushkin Triactor 3D,0.0,512.0,0.0,SSD,512.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,0.0,8000.0,0.0,7200,128.0,3.5,SAS 12.0 Gb/s
Kingston A1000,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Kingston UV500B,0.0,240.0,0.0,SSD,0.0,M.2-2280,M.2 SATA
Seagate Barracuda Compute,0.0,500.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Purple,227.39,8000.0,0.028,5400,256.0,3.5,SATA 6.0 Gb/s
Corsair MP300,0.0,480.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X2
Kingston HyperX FURY RGB,0.0,480.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
TCSunBow X3,0.0,480.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,0.0,500.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Inland Professional,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X2
TEAMGROUP MP34,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf NAS,0.0,1920.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Ultrastar,0.0,8000.0,0.0,7200,0.0,3.5,SATA 6.0 Gb/s
