name,price,size,color,rpm,airflow,noise_level,pwm
Reeven Euros,0.0,120,Black,8002000.0,"30.2,77.8","12.9,38.3",False
Xilence Performance C,0.0,92,Black / Red,1800.0,32.1,22,True
Deepcool Ice Blade,0.0,120,Black,9001500.0,60.29,"21.4,32.1",True
Deepcool Wind Blade,0.0,80,Translucent Black,1800.0,21.8,20,False
Deepcool XFAN,0.0,200,Black,700.0,86.57,26.3,False
Nanoxia Deep Silence,0.0,120,Black / Green,7001000.0,"24.8,55.4","8.1,12.8",False
Nanoxia Deep Silence,0.0,120,Black / Green,9001300.0,"26.5,60.1","8.6,14.2",False
Nanoxia Deep Silence,0.0,140,Black / Green,8001100.0,"52.4,68.5","9.1,14.4",False
Nanoxia Deep Silence,0.0,140,Black / Green,9001400.0,"60.1,76.5","10.5,16.2",False
Anidees AI Halo,0.0,120,Black,1200.0,39.7,24.7,False
Anidees AI Halo,0.0,120,Black,1200.0,39.7,24.7,False
NoiseBlocker ELoop B,34.44,140,Black / White,900.0,64.28,16.95,False
Rosewill RWCB-1612,0.0,120,Black / Blue,5001500.0,63.1,"6.9,26.2",True
Rosewill RWCR-1612,0.0,120,Black / Red,5001500.0,63.1,"6.9,26.2",True
RIOTORO Cross-X Classic,0.0,120,Black,1500.0,47,26.5,False
RIOTORO Cross-X Classic,0.0,120,Black,1500.0,47,26.5,False
HBT+ AXE,0.0,140,Black / White,6001200.0,"40,70",23,True
Cooler Master MasterFan Pro Air Flow,0.0,140,Black,500800.0,53,"6,20",True
In Win AURORA 3-Pack,0.0,120,Black / White,8002000.0,"40.26,57.64","23.7,39.2",True
Anidees AI Prismatic 3-Pack,0.0,120,Black,1200.0,39.7,24.7,False
BitFenix Spectre Pro,0.0,140,Black / White,1200.0,86.73,22.8,False
BitFenix Spectre Pro,0.0,200,Black / White,900.0,148.72,27.5,False
BitFenix Spectre Pro,0.0,200,Black / White,900.0,148.72,27.5,False
BitFenix Spectre Pro,0.0,230,Black / White,900.0,156.72,25.6,False
Apevia C,0.0,120,Black / Blue,1500.0,57.67,24.7,False
Apevia C 3-Pack,0.0,120,Black / Blue,1500.0,57.67,24.7,False
Apevia C,9.99,120,Black / Green,1500.0,57.67,24.7,False
Apevia C,0.0,120,Black / Pink,1500.0,57.67,24.7,False
Apevia C 5-Pack,0.0,120,Black / Pink,1500.0,57.67,24.7,False
EVGA 400-HY-FX13-KR,0.0,140,Black,6002200.0,113.5,"16,39.5",True
EVGA 400-HY-FX12-KR,0.0,120,Black,5002400.0,74.81,"16,39.9",True
In Win MARS,0.0,120,Black / Red,6001400.0,38.73,25,True
In Win MARS,0.0,120,Black,6001400.0,38.73,25,True
BitFenix Spectre Pro All White,0.0,140,Unknown,1200.0,86.73,22.8,False
ID-COOLING SF-12025-RGB 3-Pack,0.0,120,Black / Transparent,7001800.0,74.5,"18,35.2",True
Silverstone FM,0.0,80,White,15003500.0,"15,36.87","18.1,34.8",False
Apevia 312L-DMC 3-Pack,0.0,120,Black / Multicolor,1500.0,57.67,24.7,False
Apevia 512L-DMC 5-Pack,0.0,120,Black / Multicolor,1500.0,57.67,24.7,False
ARCTIC F9 PST 5-Pack,0.0,92,Black / White,5501800.0,43,Unknown,True
Apevia AF312L-SMC 3-Pack,0.0,120,Black / Multicolor,1500.0,57.67,24.7,False
Apevia AF512L-BL 5-Pack,0.0,120,Blue,1500.0,57.67,24.7,False
Apevia AF512L-SMC 5-Pack,0.0,120,Black / Multicolor,1500.0,57.67,24.7,False
Aerocool Centaurus I,0.0,80,Silver,2000.0,26.8,21.6,False
Aerocool Centaurus III,0.0,80,Black,2000.0,26.8,21.6,False
Evercool Evergreen,0.0,140,Green,1200.0,Unknown,Unknown,False
Evercool CL8035/LD3,0.0,80,White,2300.0,23,26,False
Evercool RSF-14,18.98,140,Black / Red,1200.0,Unknown,22,False
Aerocool TURBINE 3000,0.0,120,Blue,950.0,37.44,19.66,False
Enermax D.F. Storm,0.0,120,Black,15003500.0,"72.47,155.08","23,38",True
Enermax D.F. VEGAS 2-Pack,0.0,120,Black / Blue,8001500.0,"33.21,61.92","16,22",True
Enermax D.F. Vegas Duo 2-Pack,0.0,120,Black,8001500.0,"33.21,61.92","16,22",True
Aerocool Turbine 1000,0.0,120,Silver,950.0,37.44,19.66,False
BitFenix Spectre Pro All White,0.0,200,Clear / Blue,900.0,148.72,27.5,False
Enermax T.B. Silence Adv,0.0,120,Black,3001500.0,63.89,"7,15.8",True
Fractal Design Silent LL,0.0,120,Black,1200.0,41.8,24.8,False
Azza Hurricane 3-Pack,0.0,120,Black,1200.0,56.12,33.8,True
Cooler Master MasterFan Lite,0.0,120,Black,1200.0,32,25,False
Fractal Design Silent LL,0.0,140,Black,1200.0,47.1,23.3,False
Fractal Design Silent LL,0.0,140,Black,1200.0,47.1,23.3,False
Fractal Design Silent LL,0.0,140,Black,1200.0,47.1,23.3,False
Silverstone FHP,0.0,140,Black,5002000.0,"43.75,173.5","16.5,41.5",True
Rosewill RGBF-17002 2-Pack,0.0,120,Clear,1200.0,41.9,23.2,False
Cougar Vortex,0.0,120,Black,1200.0,36.72,24.3,False
Cougar Vortex,0.0,120,Unknown,1200.0,36.72,24.3,False
Cougar Vortex,0.0,120,Black / Red,1200.0,36.72,24.3,False
BitFenix Spectre Pro All White,0.0,230,Clear,900.0,156.27,25.6,False
Gelid Solutions Silent TC,0.0,92,Black / White,9002000.0,37.89,"11,23.5",False
Enermax T.B. RGB,0.0,140,Black,5001200.0,56.89,21,True
Aerocool Dark Force,0.0,140,Black,1200.0,48,22,False
Corsair AF140 (2018),0.0,140,Black / White,1150.0,62,26,False
Antec Prizm,0.0,140,Unknown,1700.0,65.03,32,True
Anidees AI AUREOLA 3-Pack,0.0,140,Black,1200.0,41.2,26.8,False
RAIJINTEK Iris,0.0,120,Unknown,8001800.0,42.17,26.5,True
RAIJINTEK Iris,12.71,120,Unknown,8001800.0,42.17,26.5,True
RAIJINTEK Iris,12.71,120,Unknown,8001800.0,42.17,26.5,True
Anidees AI-FAN 2-Pack,0.0,140,Clear,1200.0,52.1,23.9,False
Corsair AF140L,0.0,140,Black / Gray,1000.0,67.43,Unknown,False
CRYORIG QF120 Balance,0.0,120,Black / White,3301600.0,59,"10,25",True
GameMax Cyclone RGB,0.0,120,Black,1100.0,36,25,False
GameMax Mirage RGB,0.0,120,Black,1100.0,36,25,False
Cooler Master MasterFan SF120M,0.0,120,Black,6502000.0,"35,62","5.5,22",True
Aerocool LightWave,0.0,120,Transparent,1800.0,35.7,25,True
Alpenföhn Wing Boost 3 ARGB 3-Pack,0.0,120,White,7001600.0,54.5,23.5,True
Alpenföhn Wing Boost 3 ARGB,0.0,120,White,7001600.0,54.5,23.5,True
Alpenföhn Wing Boost 3 ARGB,0.0,120,Black,7002200.0,77.9,36.8,True
Alpenföhn Wing Boost 3 ARGB,0.0,120,Black,7001600.0,54.5,23.5,True
ARCTIC F8 TC,0.0,80,White / Black,2000.0,31,Unknown,False
ARCTIC P8 TC,0.0,80,Black,2003000.0,23.4,Unknown,False
Fractal Design Prisma SL,0.0,120,Black / White,1200.0,50.63,19.5,False
Fractal Design Prisma SL,0.0,140,Black / White,1000.0,63.33,19.4,False
Fractal Design Prisma SL,0.0,140,Black / White,1000.0,63.33,19.4,False
Fractal Design Prisma SL,0.0,140,Black / White,1000.0,63.33,19.4,False
Fractal Design Venturi,0.0,140,White / Black,4001500.0,"24,78.1","10,30.1",True
Deepcool XFAN,0.0,200,Black,700.0,86.57,26.3,False
Deepcool XFAN,0.0,200,Black,700.0,86.57,26.3,False
Deepcool MF S 3-Pack,0.0,120,Silver / Black,4001500.0,37.1,26,True
Rosewill RFA-BL1201,0.0,120,Black,1800.0,35.2,26.8,True
Cooler Master MasterFan SFR,0.0,120,Black,6502000.0,59,"8,30",True
Cooler Master MasterFan MFL RGB,0.0,120,Black,1200.0,32.5,25,False
MagniumGear Skiron,0.0,140,Black / White,1500.0,85,29,True
MagniumGear Skiron,0.0,140,Black / White,1500.0,85,29,True
MagniumGear Skiron,0.0,140,Black,1500.0,85,29,True
In Win Sirius Loop ASL,0.0,120,Black,5001800.0,50,27,True
Enermax D.F. VEGAS,0.0,120,Black / Blue,8001500.0,"33.21,61.92","16,22",True
Enermax D.F. Pressure,0.0,120,Black,8002000.0,"33.69,85.43","16,27",True
Anidees AI Aureola Duo 3-Pack,0.0,140,Black,1200.0,41.2,26.8,False
RAIJINTEK IRIS 12 RBW ADD-1,0.0,120,White / Black,4001800.0,35.8,28,True
In Win Saturn ASN120,0.0,120,White / Black,5001800.0,Unknown,Unknown,True
CRYORIG Crona,0.0,120,Black,4001700.0,Unknown,"16.5,29.7",True
CRYORIG Crona 3-Pack,0.0,120,Black,4001700.0,Unknown,"16.5,29.7",True
CRYORIG Crona,0.0,120,White,4001700.0,Unknown,"16.5,29.7",True
CRYORIG Crona 3-Pack,0.0,120,White,4001700.0,Unknown,"16.5,29.7",True
Iceberg Thermal IceGALE,9.0,140,Teal / White,5001600.0,96,"0,36",True
Iceberg Thermal IceGALE Xtra,8.99,80,Black / White,8003000.0,37,"0,29",True
Scythe Kaze Flex,0.0,120,Black,3001800.0,"16.6,79.76","4,35.8",True
In Win Sirius Pure ASP120-1PK,0.0,120,White,5001800.0,50,"13,27",True
In Win Sirius Extreme ASE120P,0.0,120,Black,4001500.0,54,"21,25",True
In Win Sirius Extreme Pure ASE120P,0.0,120,White,4001500.0,54,"21,25",True
Scythe Kaze Flex ARGB,0.0,120,Black / White,3001500.0,"16.6,66.47","4,29.75",True
Gelid Solutions Silent Pro 14 PWM,0.0,140,Black / White,4501500.0,Unknown,27.8,True
ID-COOLING CRYSTAL 120 WHITE,0.0,120,White,5001500.0,68.2,"13.8,30.5",True
ID-COOLING DF-12025-ARGB-XT,0.0,120,Black / White,9002000.0,56.5,"16.2,31.5",True
ID-COOLING NO-9215-XT ARGB,0.0,92,Black / White,8002500.0,44.3,"14,33.4",True
ID-COOLING XF-12025-ARGB-SNOW,0.0,120,White,7001500.0,62,"18,26.4",True
ID-COOLING XF-12025-RGB (Single),0.0,120,Black / White,7001800.0,74.5,"18,35.2",True
ID-COOLING XF-12025-RGB-TRIO 3-Pack,0.0,120,Black / White,7001800.0,74.5,"18,35.2",True
ID-COOLING XF-12025-RGB-TRIO-SNOW 3-Pack,0.0,120,White,7001800.0,74.5,"18,35.2",True
ID-COOLING NO-14025K,0.0,140,Black / Red,8001600.0,76.8,"16.8,32.6",True
ID-COOLING NO-9215,0.0,92,Black / White,7002500.0,44.3,"14,33",True
ID-COOLING TF-9215,0.0,92,Black / White,8002800.0,46,"14,35.2",True
ID-COOLING WF-12025,0.0,120,Black / White,7001800.0,74.5,"18,35.2",True
ID-COOLING WF-14025,0.0,140,Black / White,8001600.0,76.8,"16.8,32.6",True
ID-COOLING WF-14025-XT WHITE,0.0,140,Black / White,8001600.0,76.8,"16.8,32.6",True
ID-COOLING XF-12025-SD-W,0.0,120,Black / White,7001800.0,74.5,"18,35.2",True
ID-COOLING FL-12025,0.0,120,Black / White,1250.0,45,21,False
ID-COOLING NO-8025-SD,0.0,80,Black,2000.0,25.5,21,False
ID-COOLING NO-9225-SD,0.0,92,Black,1500.0,28.5,20,False
ID-COOLING WF-12025-SD-W,0.0,120,Black / White,1600.0,60,27.5,False
ID-COOLING WF-12025-XT-B,0.0,120,Black,6002200.0,71.2,"14,35",True
ID-COOLING WF-12025-XT-R,0.0,120,Black,6002200.0,71.2,"14,35",True
ID-COOLING WF-12025-XT-W,0.0,120,Black,6002200.0,71.2,"14,35",True
ID-COOLING SF-12025-B,0.0,120,Black,7001500.0,62,"18,26.4",True
ID-COOLING SF-12025-G,0.0,120,Black,7001500.0,62,"18,26.4",True
ID-COOLING SF-12025-W,0.0,120,White,7001500.0,62,"18,26.4",True
Fractal Design Silent R3,0.0,60,Black / White,2500.0,13.3,20.6,False
Scythe Wonder Snail 120,0.0,120,Black,3501200.0,"8.01,37.73","4,18.6",True
Scythe Wonder Snail 120,0.0,120,Black,3501800.0,"8.01,51.68","4,22.9",True
Azza Hurricane,0.0,120,Black / White,10001800.0,56.12,29.8,True
Azza Prisma Digital,0.0,120,Black / White,8001600.0,52.1,31,True
ID-COOLING ZF-12025 Pastel,0.0,120,Yellow,9002000.0,55.2,"16.3,33.5",True
Thermalright TL-R12,0.0,120,Black / Gray,4001500.0,"21.76,65.25","15,23",True
Thermalright TL-R12,0.0,120,Black,4001500.0,"21.76,65.25","15,23",True
Jonsbo ZG 3-Pack,0.0,120,White,5001500.0,"20.1,60.45","23.8,29.3",True
Jonsbo ZG-R 3-Pack,0.0,120,Black,5001500.0,"20.1,61.7","23.8,36.8",True
Alpenföhn JetStream,0.0,120,Black,4001600.0,55.326,22.8,True
Gelid Solutions Stella Infinity,0.0,120,Black,5001600.0,70,35,True
Gelid Solutions Gale,0.0,120,Black,5003500.0,110,45,True
Thermalright TL-15R,0.0,92,Unknown,2700.0,42.58,22.4,True
Apevia Arcane RGB 4-Pack,0.0,120,Black / White,1350.0,57.67,24.7,False
Apevia Arcane RGB 4-Pack,0.0,120,Black / White,1350.0,57.67,24.7,False
Apevia Arcane RGB 6-Pack,0.0,120,Black / White,1350.0,57.67,24.7,False
Apevia Lunar Pro 4-Pack,0.0,140,White / Black,1200.0,59.6,29.4,False
Apevia Phoenix 4-Pack,0.0,120,White / Black,1350.0,57.67,24.7,False
Apevia Phoenix 4-Pack,0.0,120,White / Black,1350.0,57.67,24.7,False
Apevia Twilight 4-Pack,0.0,120,White / Black,1350.0,57.67,24.7,False
Athena Power FANC-12025S,0.0,120,Black,1500.0,54,30,False
Athena Power FANC-8020S,0.0,80,Black,3000.0,32,28,False
Phanteks PH-F120MP V2,0.0,120,Black,5002200.0,60.5,34.2,True
Phanteks PH-F140MP V2,0.0,140,Black / White,5002000.0,93,39.1,True
SHARKOON Rebel F50,0.0,120,White,6002000.0,77.65,35,True
ID-COOLING TF-12025-PRO-ARGB,0.0,120,White,5001800.0,82.5,35.2,True
ID-COOLING TF-12025-PRO-ARGB REVERSE,0.0,120,Unknown,5001800.0,82.5,35.2,True
ID-COOLING TF-12025-PRO-ARGB REVERSE,0.0,120,Unknown,5001800.0,82.5,35.2,True
ID-COOLING TF-12025-PRO-ARGB 3-Pack,0.0,120,Black / White,5001800.0,82.5,35.2,True
ID-COOLING TF-12025-PRO-ARGB 3-Pack,0.0,120,White,5001800.0,82.5,35.2,True
ID-COOLING WF-14025-XT ARGB,0.0,140,Black / White,5001600.0,80.6,31.2,True
ID-COOLING WF-14025-XT ARGB,0.0,140,White,5001600.0,80.6,31.2,True
ID-COOLING XF-120,0.0,120,Unknown,5001500.0,68.2,"13.8,30.5",True
ID-COOLING ZF-12025,0.0,120,White,5001600.0,50.5,"16.3,28.5",True
ID-COOLING TF-12025-PRO SW,0.0,120,Unknown,3001500.0,70,28.9,True
ID-COOLING TF-12025-PRO,0.0,120,Unknown,5001800.0,82.5,35.2,True
ID-COOLING TF-12025,0.0,120,White,7001800.0,76.16,"15.2,35.2",True
ID-COOLING TF-9215,0.0,92,White,8002800.0,46,35.2,True
ID-COOLING AS-120,0.0,120,Black,3002000.0,58,27.2,True
YEYIAN Typhoon 3-Pack,0.0,120,Black,1500.0,36,23.5,False
YEYIAN Typhoon 3-Pack,0.0,120,Black / White,1000.0,36,23,False
Thermalright TL-P12,0.0,120,White,1500.0,52.86,22.1,True
