name,price,type,frequency_response,microphone,wireless,enclosure_type,color
AKG K92,75.0,Circumaural,1622.0,False,False,Closed,Black / Gold
Genius 31710043101,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Denon AHW150BK,0.0,In Ear,525.0,False,True,Closed,Black / Silver
Sennheiser CX890I,0.0,In Ear,1723.0,True,False,Closed,Black
Sennheiser HD 518,0.0,Circumaural,1426.0,False,False,Open,Black / Silver
Sennheiser PXC 450,0.0,Circumaural,828.0,False,False,Closed,Black / Silver
Sennheiser RS 170,0.0,Circumaural,1821.0,False,False,Closed,Black / Silver
Sony MDR-V55/WHI,0.0,Supra-aural,525.0,False,False,Closed,White
Sony MDR1R,0.0,Circumaural,480.0,False,False,Closed,Black
Sony MDR-770LP,0.0,Supra-aural,1224.0,False,False,Closed,Black
Sony MDR-XB500,0.0,Supra-aural,424.0,False,False,Closed,Black / Silver
Sony MDR-XB600,0.0,Supra-aural,424.0,False,False,Closed,Brown / Black
Sony MDRZX100/WHI,15.98,Supra-aural,1222.0,False,False,Closed,White
Sony SY-MDR-DS6500,0.0,Circumaural,1222.0,False,True,Closed,Black / Silver
Astro A40 + MixAmp Pro - White,0.0,Circumaural,1528.0,True,False,Closed,Black / White
Corsair Vengeance 1500,0.0,Circumaural,2020.0,True,False,Closed,Black / Blue
Logitech G930,0.0,Circumaural,2020.0,True,True,Closed,Black / Red
Razer Kraken Pro,0.0,Circumaural,2020.0,True,False,Closed,Black / Green
Sennheiser PC 363D,0.0,Circumaural,1528.0,True,False,Open,Black
Beyerdynamic Custom One Pro,0.0,Circumaural,535.0,False,False,Closed,Black
Beyerdynamic DT 770 PRO HT,0.0,Circumaural,535.0,False,False,Closed,Black / Silver
AKG K550,0.0,Circumaural,1228.0,False,False,Closed,Black
Harman Kardon JBLQSINBLK,0.0,In Ear,0.0,True,False,Closed,Black / Red
Razer Kraken,0.0,Circumaural,2020.0,False,False,Closed,Black
Koss CS100 USB,33.7,Supra-aural,3016.0,True,False,Closed,Black / Silver
Panasonic RP-HV096-K,0.0,Earbud,0.0,False,False,Closed,Black
Syba CL-AUD63032,19.95,Circumaural,2020.0,True,False,Closed,White / Purple
Koss KC25,0.0,Circumaural,2018.0,False,False,Closed,Black
Shure SE215,0.0,In Ear,2217.5,False,False,Closed,Translucent Black
Sony MDRNC8/B,0.0,Supra-aural,3020.0,False,False,Closed,Black
Shure SE535,0.0,Earbud,0.0,False,False,Closed,Clear
Skullcandy PLYR 2,0.0,Circumaural,0.0,True,False,Closed,Black / Green
V-MODA CROSSFADE M-100 BLACK,0.0,Circumaural,530.0,False,False,Closed,Black
Razer KRAKEN 7.1 CHROMA,0.0,Circumaural,2020.0,True,False,Closed,Multicolor
Turtle Beach Heroes of the Storm,69.98,Circumaural,2020.0,True,False,Closed,Black / Blue
Zalman HPS200,0.0,Circumaural,2020.0,True,False,Closed,Black
Corsair VOID,0.0,Circumaural,2020.0,True,True,Closed,Black
Turtle Beach TBS232001,0.0,Circumaural,2020.0,True,False,Semi-open,Black / Green
HP HyperX Cloud Core,0.0,Circumaural,1525.0,True,False,Closed,Black / Red
Sennheiser HD 598 SE,0.0,Circumaural,1238.5,False,False,Open,Black
iDeaUSA S409,0.0,Circumaural,2020.0,True,False,Closed,Black / Blue
Logitech G231 PRODIGY,0.0,Circumaural,2020.0,True,False,Closed,Black / Orange
Sennheiser Momentum 2.0,0.0,Circumaural,1622.0,True,False,Closed,Black
Audio-Technica ATH-E50,0.0,In Ear,2018.0,False,False,Closed,Black
Astro A50 + Base Station PS4,0.0,Circumaural,2020.0,True,True,Closed,Black / Green
SteelSeries Siberia 350 (Black/Orange),0.0,Circumaural,2028.0,True,False,Closed,Black / Orange
Turtle Beach XP510,0.0,Circumaural,2020.0,True,True,Closed,Black / Green
Corsair HS50,0.0,Circumaural,2020.0,True,False,Closed,Black / Blue
Panasonic RP-HJE125-P,9.49,Earbud,0.0,False,False,Closed,Pink
Panasonic RP-HJE125-Z,9.78,Earbud,0.0,False,False,Closed,Blue
Sony WHH900N/R,0.0,Circumaural,0.0,False,True,Closed,Red
LucidSound LS41,171.8,Circumaural,2020.0,True,True,Closed,Black
Cougar Phontum,0.0,Circumaural,2020.0,True,False,Closed,Black / Orange
Razer Tiamat 7.1 V2,64.95,Circumaural,2020.0,True,False,Closed,Black / Silver
Aula SI-G91V,0.0,Circumaural,0.0,True,False,Closed,Black / Blue
Hunterspider V1,0.0,Circumaural,2020.0,True,True,Closed,Red / Black
HiFiMAN TWS600,0.0,In Ear,2020.0,False,True,Closed,Black
DROP MASSDROP X BEYERDYNAMIC DT 177X GO,0.0,Circumaural,540.0,False,False,Closed,Black
DROP MASSDROP X KOSS KSC75X,0.0,Supra-aural,1525.0,False,False,Open,Black
DROP Massdrop X MEE Audio Pinnacle Px,0.0,In Ear,2020.0,True,False,Closed,Black
Asus ROG Strix Fusion Wireless,0.0,Circumaural,2020.0,True,True,Closed,Black
Astro Gaming A20 Call of Duty,0.0,Circumaural,2020.0,True,True,Closed,Silver / Black
Corsair HS35,0.0,Circumaural,2020.0,True,False,Closed,Black / Green
AKG K361-BT,149.0,Circumaural,1528.0,True,True,Closed,Black
HP HyperX Cloud Stinger,0.0,Circumaural,1823.0,True,False,Closed,Pink / Gray
Asus TUF Gaming H3,110.0,Circumaural,2020.0,True,False,Closed,Black / Silver
Razer Kaira for Xbox,109.89,Circumaural,2020.0,True,True,Closed,White / Black
Logitech ASTRO A30 LIGHTSPEED (Xbox/PC),0.0,Circumaural,2020.0,True,True,Closed,Blue / Black
Corsair HS80 RGB Purple Rune,0.0,Circumaural,2040.0,True,True,Closed,White / Purple
Apple AirPods Max,449.99,Circumaural,0.0,True,True,Closed,Pink
JVC HA-A6T,24.2,Earbud,2020.0,True,True,Closed,Black
Razer Kraken (2019),0.0,Circumaural,1228.0,True,False,Closed,White / Black
YEYIAN Force 3000,24.99,Circumaural,2020.0,True,False,Closed,Camo / Beige
YEYIAN Proud 3500,39.99,Circumaural,2020.0,True,False,Closed,Black
Koss KPH30i,0.0,Supra-aural,1525.0,True,False,Open,Black
Yamaha CM500,84.95,Circumaural,2020.0,True,False,Closed,Black
Microsoft L2 LifeChat LX-1000,6.99,Supra-aural,8020.0,True,False,Closed,Black
Microsoft L2 LifeChat LX-3000,56.95,Circumaural,0.0,True,False,Closed,Black / Silver
TAKSTAR Sprint,19.95,In Ear,202.0,True,False,Closed,Black / Red
Razer Kaira for Xbox,78.98,Circumaural,2020.0,True,True,Closed,Black / Green
HP OMEN Mindframe Prime,0.0,Circumaural,1520.0,True,False,Closed,Black / Red
Sennheiser CX 215,59.0,In Ear,2020.0,False,False,Closed,Black / Blue
Sennheiser PX360,168.68,Circumaural,1522.0,False,False,Closed,Black
Cyber Acoustics AC-850,48.99,Circumaural,2020.0,True,False,Closed,Black / Silver
Cyber Acoustics AC851B,17.98,Circumaural,2020.0,True,False,Closed,Black / Silver
Cyber Acoustics ACM-62,10.99,Supra-aural,0.0,False,False,Closed,Black
Shure SRH440,99.0,Circumaural,1022.0,False,False,Closed,Black
Koss R/80,43.99,Circumaural,0.0,False,False,Closed,Black
Syba CM-502,16.29,Circumaural,2020.0,True,False,Closed,Black / Silver
Pyle Audio PHPMCU10,19.92,Supra-aural,0.0,True,False,Closed,Black / Silver
HiFiMAN RE400,0.0,In Ear,0.0,False,False,Closed,Black / Silver
Razer Kraken Pro 2015,178.06,Circumaural,2020.0,True,False,Closed,Black / Green
LyxPro HAS-30,59.99,Circumaural,1526.0,False,False,Closed,Black
Final E3000,48.63,Earbud,0.0,False,False,Closed,Silver / Black
TAKSTAR TS-451M,35.0,Circumaural,2020.0,True,False,Closed,Black
Razer Thresher For Xbox One,99.99,Circumaural,1228.0,True,True,Closed,Black / Green
Beyerdynamic MMX 150,102.64,Circumaural,530.0,True,False,Closed,Gray
Creative Labs Sound Blaster JAM V2,37.99,Supra-aural,2020.0,True,True,Closed,Black
Mad Catz F.R.E.Q. 2,33.46,Circumaural,2020.0,True,False,Closed,Black
Razer Kraken,0.0,Circumaural,2020.0,False,False,Closed,Green / Black
Audio-Technica ATH-CK313MPK,14.95,In Ear,2023.0,True,False,Closed,Pink / Black
Audio-Technica ATH-WS99,0.0,Circumaural,825.0,True,False,Closed,Black
Denon AHW150YW,0.0,In Ear,525.0,False,True,Closed,Yellow / Gray
Sennheiser 502029,0.0,Circumaural,1622.0,False,True,Open,Black
Sennheiser 502875,0.0,Circumaural,1821.0,False,True,Open,Black / Silver
Sennheiser HD 25-SP II,0.0,Supra-aural,3016.0,False,False,Closed,Black
Sennheiser HD 449,0.0,Circumaural,1624.0,False,False,Closed,Black / Silver
Sennheiser HD700,0.0,Circumaural,844.0,False,False,Open,Black / Silver
Sennheiser HMD280-XQ,0.0,Circumaural,825.0,True,False,Closed,Black
Sennheiser HME280I,0.0,Circumaural,3004.0,True,False,Closed,Black
Sennheiser PXC250 II,0.0,Supra-aural,1021.0,False,False,Closed,Black / Silver
Sennheiser SC260,69.0,Supra-aural,1506.8,True,False,Closed,Black / Silver
Sony MDR-RF985RK,0.0,Circumaural,10220.0,False,True,Closed,Black
Fostex T50RP,0.0,Circumaural,1535.0,False,False,Semi-open,Black
M-Audio Studiophile Q40,0.0,Circumaural,1020.0,False,False,Closed,Black
Creative Labs HITZ MA200 Green,25.53,In Ear,822.0,True,False,Closed,Green / White
Ergoguys 3068A-V,22.98,Circumaural,0.0,False,False,Closed,Black
Harman Kardon HARKAR-BT,0.0,Circumaural,1620.0,False,True,Closed,Black
Logitech Ultimate Ears 350vm,0.0,In Ear,0.0,True,False,Closed,Black / Silver
Astro A30,0.0,Supra-aural,1528.0,True,False,Closed,Black / Red
Astro A40,0.0,Circumaural,1528.0,True,False,Closed,Black
Astro A50 - Black,0.0,Circumaural,2020.0,True,True,Closed,Black
Asus Orion Pro,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Razer Carcharias,0.0,Circumaural,2020.0,True,False,Closed,Black
Razer Tiamat 2.2,0.0,Circumaural,2020.0,True,False,Closed,Black
Razer Electra Essential Gaming & Music Headset,0.0,Circumaural,2516.0,True,False,Closed,Black
Razer BlackShark,0.0,Circumaural,2020.0,True,False,Closed,Black / Green
Sennheiser PC360,0.0,Circumaural,1528.0,True,False,Closed,Black
SteelSeries Siberia V2,0.0,Circumaural,1828.0,True,False,Closed,Black
Thermaltake eSPORTS DRACCO Captain,0.0,Circumaural,1022.0,True,False,Closed,Black / Red
Thermaltake LHA0049-B,44.98,Supra-aural,0.0,False,False,Closed,White
Turtle Beach EarForce Z2,0.0,Circumaural,0.0,True,False,Closed,Black / White
Turtle Beach Ear Force Z11,0.0,Circumaural,2020.0,True,False,Closed,Black
Beyerdynamic Custom One Pro (White),0.0,Circumaural,535.0,False,False,Closed,White
AKG K551WHT,209.99,Circumaural,1228.0,True,False,Closed,White
Koss SB40,38.74,Circumaural,0.0,True,False,Closed,Black
Koss CS95USB,24.97,Supra-aural,3016.0,True,False,Closed,Black / Silver
Koss KEB6K,18.48,In Ear,0.0,False,False,Closed,Black / Silver
Koss KEB6W,0.0,In Ear,0.0,False,False,Closed,White
Sony MDRAS40EX,0.0,In Ear,1023.0,False,False,Closed,Black / Silver
Sony MDRE9LP/BLU,13.98,Earbud,1822.0,False,False,Closed,Blue / White
Sony MDRE9LP/WHI,13.98,Earbud,1822.0,False,False,Closed,White
Sony MDREX100APL,0.0,In Ear,524.0,False,False,Closed,Black / Blue
Creative Labs Hs-430,21.99,Supra-aural,2020.0,True,False,Closed,Black / Red
Cyber Acoustics AC-401,30.04,Circumaural,2020.0,True,False,Closed,Black
Antec BXH-100 WHI,0.0,In Ear,2020.0,False,False,Closed,White / Purple
ARCTIC P301,0.0,Circumaural,1224.0,True,False,Closed,Black / Silver
Razer Star Wars: The Old Republic Gaming Headset,0.0,Circumaural,0.0,True,False,Closed,Black / White
Razer Hammerhead Pro,0.0,In Ear,0.0,True,False,Closed,Black / Green
Yamaha EPH-100,0.0,In Ear,2020.0,False,False,Closed,Black / Silver
Monoprice 8323,0.0,Circumaural,2020.0,False,False,Closed,Black
Microsoft LifeChat LX-6000,155.0,Supra-aural,7520.0,True,False,Closed,Black / Silver
Rosewill RHTS-8206,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Panasonic RP-HT21,0.0,Supra-aural,1622.0,False,False,Closed,Black / Silver
Pioneer SE-D10MT-W,120.0,Supra-aural,828.0,False,False,Closed,White
Skullcandy SLYR,0.0,Circumaural,0.0,True,False,Closed,Black / Blue
Skullcandy SLYR,0.0,Circumaural,0.0,True,False,Closed,Black / Yellow
Koss KDE250,0.0,Earbud,4020.0,False,False,Closed,Black / Silver
Koss PRODJ100,0.0,Circumaural,0.0,False,False,Closed,Black / Silver
Philips SHQ1200/28,16.98,Earbud,3020.0,True,False,Closed,Orange
RCA HP5041,18.18,Supra-aural,2020.0,False,False,Semi-open,Red / White
Corsair Vengeance 1500 v2,0.0,Circumaural,2020.0,True,False,Closed,Black / Blue
ARCTIC P311,0.0,Supra-aural,1822.0,False,True,Closed,Black
Perixx AX-5000,0.0,Circumaural,0.0,True,False,Closed,Black / White
Razer Hammerhead,0.0,In Ear,2020.0,False,False,Closed,Black / Green
SteelSeries Diablo III 57002,0.0,Circumaural,1828.0,True,False,Closed,Black / Red
Sony MDRAS200/WHI,65.0,Earbud,1722.0,False,False,Closed,White
Sony MDRXB200/D,39.95,Supra-aural,522.0,False,False,Closed,Black / Orange
Sony MDRXB200/V,39.95,Supra-aural,522.0,False,False,Closed,White / Purple
SteelSeries 61023,54.99,Circumaural,0.0,True,False,Closed,Black / Orange
Audio-Technica ATH-M50,0.0,Circumaural,1528.0,False,False,Closed,Black
Sony CZ-MDRE9LP/GRAY,0.0,Earbud,1822.0,False,False,Closed,White / Gray
Sony CZ-MDREX25LPVLT,0.0,In Ear,0.0,False,False,Closed,White / Purple
Koss CL3N,0.0,In Ear,6020.0,False,False,Closed,White
Corsair Raptor HS40,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Cobra E-Blue Cobra Limited Edition Pro,0.0,Circumaural,2020.0,True,False,Closed,Black / Green
Creative Labs HS-800 Fatal1ty,0.0,Circumaural,0.0,True,False,Closed,Black / Red
Skullcandy SLYR- Assassins Creed 4,0.0,Circumaural,0.0,True,False,Closed,Green / White
Sony MDREX10LP/PNK,0.0,In Ear,0.0,False,False,Closed,Pink / White
Sennheiser PC330,0.0,Circumaural,1422.0,True,False,Closed,Black / Silver
SteelSeries Flux In-Ear Pro,0.0,In Ear,1522.0,True,False,Closed,Black
Sennheiser HD 439,0.0,Circumaural,1722.5,False,False,Closed,Black / Silver
Shure SE535CLEAR,0.0,In Ear,1819.0,False,False,Closed,Brown / Black
GAMDIAS EROS,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Sennheiser GAME ONE,0.0,Circumaural,1528.0,True,False,Open,Black / Red
Sennheiser IE 80,0.0,In Ear,1020.0,False,False,Closed,Black / Silver
Razer Kraken Pro Neon,0.0,Circumaural,2020.0,True,False,Closed,Black / Orange
Razer Kraken Neon,0.0,Circumaural,2020.0,False,False,Closed,Black / Green
Audio-Technica ATH-CHX5ISBK,0.0,Earbud,2022.0,True,False,Closed,Black
Bose 715593-0020,0.0,In Ear,0.0,False,False,Closed,White
Bose 715593-0050,0.0,In Ear,0.0,False,False,Closed,White
Asus STRIX PRO,0.0,Circumaural,2020.0,True,False,Closed,Black / Orange
Genius 31710188101,0.0,Circumaural,0.0,False,True,Closed,Black
Gigabyte FORCE H3X,0.0,Circumaural,2020.0,True,False,Closed,Black
Plantronics Blackwire C320-M,0.0,Supra-aural,0.0,True,False,Closed,Black
Razer BlackShark,0.0,Circumaural,0.0,True,False,Closed,Black / Green
SteelSeries Sims 4,0.0,Supra-aural,2020.0,True,False,Closed,White
Turtle Beach Ear Force XP Seven,0.0,Circumaural,0.0,True,False,Closed,Black / White
Turtle Beach X12,0.0,Circumaural,0.0,True,False,Closed,Black / Green
Turtle Beach Star Wars,289.95,Circumaural,0.0,True,False,Closed,Black / Red
AKG K553 PRO,237.59,Circumaural,2020.0,False,False,Closed,Black
Astro A40,0.0,Circumaural,2021.0,True,False,Closed,Orange / White
Astro A50,0.0,Circumaural,2021.0,True,True,Closed,Black / Blue
Audio-Technica ATH-AG1,0.0,Circumaural,535.0,True,False,Closed,Black / Gold
Corsair Gaming H2100,0.0,Circumaural,2020.0,True,True,Closed,Black / Yellow
Asus STRIX 7.1,0.0,Circumaural,2020.0,True,False,Closed,Black / Orange
A4Tech G500,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
G.Skill RIPJAWS SV710,48.49,Circumaural,2020.0,True,False,Closed,Black
Plantronics RIG 500E,0.0,Circumaural,2020.0,True,False,Closed,Black / Blue
SteelSeries Siberia X800,0.0,Circumaural,0.0,True,True,Closed,Black / Orange
SteelSeries Siberia 800,0.0,Circumaural,2020.0,True,True,Closed,Black / Orange
Thermaltake CRONOS AD,0.0,Circumaural,2022.0,True,False,Closed,Black / Red
Corsair VOID,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
HP HyperX Cloud Revolver,0.0,Circumaural,1228.0,True,False,Closed,Black / Red
Sades SA-902-B,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Plantronics BackBeat PRO,0.0,Circumaural,0.0,True,True,Closed,Black
Audio-Technica ATH-ADG1X,0.0,Circumaural,535.0,True,False,Open,Black / Blue
Audio-Technica ATH-IM03,0.0,In Ear,1818.0,False,False,Closed,Transparent
NOX Krom Kyus,0.0,Circumaural,1620.0,True,False,Closed,Black / Orange
Fostex TH-900,0.0,Circumaural,545.0,False,False,Closed,Red / Black
Astro A50 + Base Station XB1,0.0,Circumaural,2020.0,True,True,Closed,Black / Blue
1MORE Quad Driver,139.99,In Ear,2040.0,True,False,Closed,Black / Red
Creative Labs Sound BlasterX H3,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Corsair VOID PRO Surround (Black),0.0,Circumaural,2020.0,True,False,Closed,Black
Corsair VOID PRO Surround (Black/Red),0.0,Circumaural,2020.0,True,False,Closed,Black / Red
SteelSeries Siberia 200,0.0,Circumaural,1028.0,True,False,Closed,Black / Purple
SteelSeries Siberia 200,69.98,Circumaural,1028.0,True,False,Closed,Black / Orange
Turtle Beach P11,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Etymotic Research ER4 Studio Reference,227.28,In Ear,2016.0,False,False,Closed,Unknown
Corsair HS50,0.0,Circumaural,2020.0,True,False,Closed,Black / Green
HiFiMAN HE-400i,0.0,Circumaural,2035.0,False,False,Open,Black
Sennheiser HD 4.50 BTNC,0.0,Circumaural,1822.0,True,True,Closed,Unknown
Panasonic RP-HJE125-K,9.5,Earbud,0.0,False,False,Closed,Red
Panasonic RP-HJE125-W,9.99,Earbud,1024.0,False,False,Closed,Unknown
Etekcity Scroll H5GX,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Sades A70,0.0,Circumaural,2020.0,True,False,Closed,White / Blue
Corsair HS70 SE,0.0,Circumaural,0.0,True,True,Closed,Black / Beige
Sennheiser HD 4.40BT,0.0,Circumaural,1822.0,True,True,Closed,Black
Corsair HS60,0.0,Circumaural,2020.0,True,False,Closed,Black / White
Audeze Mobius,0.0,Circumaural,1050.0,True,True,Closed,Blue / Black
Audeze Mobius,0.0,Circumaural,1050.0,True,True,Closed,Black
LucidSound LS31,0.0,Circumaural,2020.0,True,True,Closed,Gray
IOGEAR Kaliber Gaming NUKLEUS,0.0,Circumaural,2020.0,True,False,Closed,Black
Asus ROG Strix Fusion 300,0.0,Circumaural,2020.0,True,False,Closed,Pink / White
HP OMEN Mindframe,0.0,Circumaural,0.0,True,False,Closed,Black / Red
Corsair VOID ELITE SURROUND,0.0,Circumaural,2030.0,True,False,Closed,Black / Red
Audio-Technica SonicFuel CLR100iS,14.99,In Ear,2025.0,True,False,Closed,Blue
Sony PS4 PLATINUM,0.0,Circumaural,0.0,True,True,Closed,Black / Blue
Turtle Beach Earforce Stealth 450 USB,0.0,Circumaural,2020.0,True,True,Closed,Black / Red
Plantronics EncorePro 720D Duo,70.34,Supra-aural,0.0,True,False,Closed,Black / Silver
Microsoft Surface Headset,0.0,Circumaural,2020.0,True,True,Closed,Gray
Razer Thresher Ultimate,0.0,Circumaural,1228.0,True,True,Closed,Black / Green
Sennheiser GSP 670,0.0,Circumaural,1023.0,True,True,Closed,Black
SteelSeries Arctis 1,0.0,Circumaural,2020.0,True,False,Closed,Black
Philips ActionFit,0.0,In Ear,2020.0,False,True,Closed,Unknown
Acer Predator Galea 311,48.86,Circumaural,2020.0,True,False,Closed,Black
DROP Massdrop x HiFiMAN Edition XX,0.0,Circumaural,850.0,False,False,Open,Black / Silver
DROP MASSDROP X AKG K7XX,0.0,Circumaural,1039.8,False,False,Open,Black
DROP Massdrop x MEE Audio Planamic,0.0,In Ear,2020.0,True,False,Closed,Blue
DROP Massdrop Plus Universal IEM,0.0,In Ear,518.0,False,False,Closed,Black
Final E1000C,34.99,Earbud,0.0,False,False,Closed,Blue / Black
Final E2000C,36.0,Earbud,0.0,False,False,Closed,Silver / Black
Final E2000C,37.53,Earbud,0.0,False,False,Closed,Black
Final E2000,31.48,Earbud,0.0,False,False,Closed,Silver / Black
Skullcandy Hesh 3,0.0,Circumaural,2020.0,True,True,Closed,Gray
Skullcandy Hesh 3,0.0,Circumaural,2020.0,True,True,Closed,Red
Razer Opus,0.0,Circumaural,2020.0,True,True,Closed,Blue
Sony MDR-ZX310W,44.0,Supra-aural,1024.0,False,False,Closed,White / Silver
Sony MDR-ZX310B,0.0,Supra-aural,1024.0,False,False,Closed,Black
Sony MDR-ZX310L,38.95,Supra-aural,1024.0,False,False,Closed,Blue
HiFiMAN Deva,0.0,Circumaural,2020.0,False,True,Open,Silver / Brown
HiFiMAN Deva,0.0,Circumaural,2020.0,False,False,Open,Silver / Brown
HiFiMAN HE6se,0.0,Circumaural,865.0,False,False,Open,Black
HiFiMAN RE-600 V2 Songbird,199.0,In Ear,1522.0,False,False,Closed,Black
HiFiMAN HE1000 V2,1399.0,Circumaural,865.0,False,False,Open,Silver / Brown
HiFiMAN Edition S,0.0,Circumaural,1522.0,True,False,Closed,White
HiFiMAN SHANGRI-LA jr,0.0,Circumaural,7120.0,False,False,Open,Silver / Black
Periodic Audio Titanium,195.47,In Ear,1630.0,False,False,Closed,Black
Corsair HS35,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Astro A10 COD:CW,0.0,Circumaural,2020.0,True,True,Closed,Black / Red
Sennheiser ‎‎‎HD 450BT White,0.0,Circumaural,1822.0,True,True,Closed,White / Beige
SteelSeries Arctis 1 Destiny Edition,0.0,Circumaural,2020.0,True,False,Closed,White / Gray
Anker H700,0.0,Supra-aural,0.0,True,True,Closed,Black
AKG N700NC,0.0,Circumaural,1020.0,True,True,Closed,Silver
Asus TUF Gaming H7,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Asus TUF Gaming H7,0.0,Circumaural,2020.0,True,False,Closed,Black / Yellow
Skullcandy Crusher,0.0,Circumaural,2020.0,True,False,Closed,White / Black
Skullcandy Crusher,0.0,Circumaural,2020.0,True,False,Closed,Green
Skullcandy Crusher,0.0,Circumaural,2020.0,True,False,Closed,Camo / Black
Razer Thresher Gears 5 Edition,0.0,Circumaural,1228.0,True,True,Closed,Gray / Black
Yenkee YHP 3035 SHADOW,0.0,Circumaural,2020.0,True,False,Closed,Black
EPOS H6PRO,0.0,Circumaural,2020.0,True,False,Open,White / Silver
EPOS H6PRO,0.0,Circumaural,2020.0,True,False,Open,Green / Gold
EPOS H6PRO,0.0,Circumaural,2020.0,True,False,Open,Black / Blue
Asus ROG Cetra RGB,0.0,In Ear,2040.0,True,False,Closed,Black
Audio-Technica ATH-102USB,29.99,Supra-aural,2020.0,True,False,Closed,Black
Creative Labs Sensemore Air,39.99,In Ear,2020.0,True,True,Closed,Black / Blue
Creative Labs Sound Blaster Blaze,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
JVC HA-A6T,0.0,Earbud,2020.0,True,True,Closed,White
JVC HA-A6T,24.95,Earbud,2020.0,True,True,Closed,Green
YEYIAN Force 3000,24.99,Circumaural,2020.0,True,False,Closed,Camo / White
Corsair HS35 v2,49.98,Circumaural,0.0,True,False,Closed,Blue / Black
Audio-Technica ATH-PG1,59.0,Circumaural,2020.0,True,False,Closed,Black / Gold
Koss SB45,32.4,Circumaural,1820.0,True,False,Closed,Black / White
Logitech H600,107.1,Supra-aural,0.0,True,True,Closed,Black / Blue
Syba CL-AUD63089,19.98,Circumaural,2020.0,True,False,Closed,Black / White
Creative Labs Aurvana Live! SE,39.95,Circumaural,1030.0,False,False,Closed,Black
Sennheiser RS 120,0.0,Supra-aural,2219.5,False,True,Open,Black / Silver
Pyle Audio PHPDJ2,0.0,Supra-aural,2022.0,False,False,Closed,Black / Silver
Sennheiser MX 686G,72.98,Earbud,1822.0,False,False,Closed,Green
Polk Striker P1,59.0,Circumaural,2020.0,True,False,Closed,Black
Koss GMR-545-AIR USB,74.99,Circumaural,1522.0,True,False,Open,Black / Red
Koss Porta Pro Mic/Remote,55.99,Supra-aural,1525.0,True,False,Open,Black / Silver
Razer Thresher For PS4,81.89,Circumaural,1228.0,True,True,Closed,Blue / Black
Audio-Technica ATH-CKL202iSBK,19.98,In Ear,2023.0,True,False,Closed,Black
Audio-Technica ATH-CKL202iSBL,13.99,In Ear,2023.0,True,False,Closed,Blue
Audio-Technica ATH-CKP200BL,33.29,Earbud,2023.0,False,False,Closed,Blue / Black
Audio-Technica ATH-M10,149.99,Circumaural,3020.0,False,False,Closed,Black
Sennheiser CX200,89.99,In Ear,2020.0,False,False,Closed,Black / Silver
Sennheiser CX301,29.99,In Ear,1921.0,False,False,Closed,Black / Silver
Thermaltake HT-DRS007OEWH,34.98,Circumaural,1022.0,False,False,Closed,Multicolor
Logitech H650e,74.99,Supra-aural,5010.0,True,False,Closed,Black
Mad Catz F.R.E.Q. 5,0.0,Circumaural,0.0,True,False,Closed,Black
Philips SHE2100BL28,17.98,Earbud,1222.0,False,False,Closed,White / Blue
Philips SHE2100PP28,14.75,Earbud,1222.0,False,False,Closed,Purple
Sony DRXB23VP,0.0,In Ear,523.0,True,False,Closed,Black
Ergoguys 3066AV,0.0,Circumaural,2019.0,True,False,Closed,Black / White
Rosewill RHM-556,29.95,Circumaural,1025.0,True,False,Closed,Black / Silver
Pioneer SE-CL07-P,0.0,In Ear,2020.0,False,False,Closed,Black / Pink
Syba CM-5008-U,23.99,Supra-aural,2020.0,True,False,Closed,Black / Silver
AKG K271MKII,126.95,Circumaural,1628.0,False,False,Closed,Black / Silver
Razer Kraken Forged,99.99,Circumaural,2020.0,True,False,Closed,Black / Silver
ROCCAT Kave XTD Stereo,0.0,Circumaural,2020.0,True,False,Closed,Black / Blue
Thermaltake Level 10 M,49.99,Circumaural,1022.0,True,False,Closed,Black / Red
Thermaltake SHOCK 3D 7.1,0.0,Circumaural,2020.0,True,False,Closed,Black / Red
Etymotic Research ER3 Studio Edition,129.94,In Ear,2016.0,False,False,Closed,Unknown
Adesso Xtream G4,70.22,Circumaural,202.0,True,False,Closed,Black / Silver
ADATA SOLOX F30+EMIX H30,125.0,Circumaural,2020.0,True,False,Closed,Black / Red
Acer Predator Galea 350,98.99,Circumaural,2020.0,True,False,Closed,Black
HiFiMAN RE400a,0.0,Earbud,1522.0,False,False,Closed,Silver / Black
HiFiMAN Edition S,0.0,Circumaural,1522.0,True,False,Closed,Black
Lenovo Legion H500 Pro,73.09,Circumaural,2020.0,True,False,Closed,Black / Blue
Asus TUF Gaming H7 Wireless,0.0,Circumaural,2020.0,True,True,Closed,Black / Yellow
