name,price,tracking_method,connection_type,max_dpi,hand_orientation,color
ROCCAT Kone AIMO,0.0,Optical,Wired,12000.0,Right,Black
Cougar Minos X3,0.0,Optical,Wired,3200.0,Right,Black
Tecware Torque RGB,0.0,Optical,Wired,5000.0,Right,Black
Cooler Master MM830,103.0,Optical,Wired,24000.0,Right,Black
Adesso iMouse S8B,10.99,Optical,Wired,1600.0,Both,Black
Zowie EC1-B,0.0,Optical,Wired,3200.0,Right,Black / Red
Zowie S2,0.0,Optical,Wired,3200.0,Right,Black
IOGEAR Kaliber Gaming FOKUS II Pro,49.95,Optical,Wired,12000.0,Both,Black / Green
Mad Catz The Authentic R.A.T PRO S3,67.01,Optical,Wired,7200.0,Right,Black
Mad Catz The Authentic R.A.T 6+,63.29,Optical,Wired,12000.0,Right,Black
Mad Catz The Authentic R.A.T 4+,45.32,Optical,Wired,7200.0,Right,Black
Corsair GLAIVE RGB PRO,0.0,Optical,Wired,18000.0,Right,Black
Cougar MINOS XT,59.9,Optical,Wired,4000.0,Right,Black
Logitech M185R,14.99,Optical,Wireless,1000.0,Both,Red / Black
Logitech M317C Blue Trance,0.0,Optical,Wireless,1000.0,Both,Blue / Black
Adesso iMouse G2,15.98,Optical,Wired,2400.0,Right,Black
ADATA XPG INFAREX M20,56.59,Optical,Wired,5000.0,Right,Black
Fellowes Penguin Large,0.0,Laser,Wireless,1200.0,Both,Black / Silver
Trust GXT 130,0.0,Laser,Wireless,2400.0,Right,Black / Red
V7 MW100-1N,17.98,Optical,Wireless,1600.0,Both,Black
Verbatim 99769 Silent Wireless Blue Led,16.94,Optical,Wireless,0.0,Both,Black
Redragon MIRAGE,0.0,Optical,Wireless,4800.0,Right,Red / Black
Verbatim 70235,8.99,Optical,Wired,0.0,Both,Purple / Black
Verbatim 70234,8.99,Optical,Wired,0.0,Both,Red / Black
MSI CLUTCH GM30,0.0,Optical,Wired,6200.0,Right,Black
G-Wolves HT-M 3360 White,0.0,Optical,Wired,12000.0,Right,White
G-Wolves HT-M 3360 White/Blue,0.0,Optical,Wired,12000.0,Right,White / Blue
Thermaltake Tt eSPORTS Iris Optical RGB HATSUNE MIKU Edition,0.0,Optical,Wired,5000.0,Right,Black
Razer Basilisk,0.0,Optical,Wired,16000.0,Right,Unknown
Ducky Feather RGB,0.0,Optical,Wired,16000.0,Both,Black
Endgame Gear XM1r,0.0,Optical,Wired,19000.0,Right,Transparent / Black
Tempest MS-300 RGB Soldier,0.0,Optical,Wired,4000.0,Right,Black
GAMDIAS ZEUS E2,0.0,Optical,Wired,3200.0,Right,Black
Asus ROG Strix Impact II,0.0,Optical,Wireless,16000.0,Right,Black
SteelSeries PRIME: BLACK ICE EDITION,0.0,Optical,Wired,18000.0,Right,Translucent Gray / Green
Logitech MX ANYWHERE 3,0.0,Laser,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,Gray
Logitech ‎MX Master 3 for Mac,0.0,Optical,"Wireless, Bluetooth Wireless",4000.0,Right,Black / Gray
Lamzu Atlantis OG,0.0,Optical,"Wired, Wireless",26000.0,Right,Green / Gold
Logitech G Pro X Superlight,0.0,Optical,"Wired, Wireless",25600.0,Right,Yellow / Black
Asus ROG Strix Impact II GUNDAM Edition,114.48,Optical,"Wired, Wired",6200.0,Right,Blue / White
Pulsar X2V2 Mini,0.0,Optical,"Wired, Wireless, Bluetooth Wireless",26000.0,Right,Red
Deepcool MG510,0.0,Optical,"Wired, Wireless",19000.0,Right,Black
Asus ROG Strix Impact II Electro Punk,0.0,Optical,Wired,6200.0,Right,Black
Asus ROG Keris,0.0,Optical,"Wired, Wireless, Bluetooth Wireless",16000.0,Right,Black
Asus ROG Strix Impact II,0.0,Optical,Wired,6200.0,Right,White
Asus TUF GAMING M5,0.0,Optical,Wired,6200.0,Right,Black
Acer Cestus 350 PMR910,99.99,Optical,"Wired, Wireless",16000.0,Right,Black
V7 MU300,19.59,Optical,Wired,1600.0,Right,Black
Dell MS5120W,35.79,Optical,"Wired, Wireless, Bluetooth Wireless",1600.0,Both,Gray
HP 200,15.49,Optical,"Wired, Wireless",1000.0,Both,Black / Silver
Kensington SureTrack,34.99,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Both,White
Logitech M317 Chirpy Bird,14.99,Optical,Wired,1000.0,Both,Pink / Green
Logitech PEBBLE 2 M350S,29.99,Optical,"Wired, Wireless, Bluetooth Wireless",1000.0,Both,Black
Logitech Signature M650 L,33.2,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,Blue / Black
Logitech Signature M650 L,0.0,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Left,White
Logitech Lift for Business,69.98,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,White
Logitech MX Anywhere 3S for Business,89.99,Laser,"Wired, Wireless, Bluetooth Wireless",8000.0,Right,Gray
Microsoft Modern Mobile,44.9,Optical,"Wired, Wireless, Bluetooth Wireless",2000.0,Both,White
Mionix Avior Pro,0.0,Optical,Wired,19000.0,Right,Black
Mionix NAOS QG,54.95,Optical,Wired,12000.0,Right,Black
MSI Glutch GM41 Lightweight,0.0,Optical,Wired,16000.0,Right,Black
HP 425,29.01,Optical,Bluetooth Wireless,4000.0,Right,Black
Logitech M325S,14.99,Optical,Wired,1000.0,Both,Purple
Microsoft 4YH-00006,26.99,Optical,Wired,800.0,Both,White
Logitech M325,15.99,Optical,Wireless,0.0,Both,Multicolor
Logitech M535,24.37,Optical,Bluetooth Wireless,0.0,Both,Blue
Adesso iMouse S80B,22.07,Optical,Wireless,1600.0,Right,Black
Fellowes Penguin Small,155.99,Laser,Wireless,1200.0,Both,Black / Silver
ADATA XPG SLINGSHOT,29.99,Optical,Wired,12000.0,Right,Black
Logitech M220 Silient,19.99,Optical,"Wired, Wireless",1000.0,Both,Pink
Evoluent VM4R,89.95,Laser,Wired,0.0,Right,Silver / Black
Logitech M325,16.96,Optical,Wireless,0.0,Both,Pink / Black
A4Tech G9-330H-2,14.99,Optical,Wireless,2000.0,Both,Black / Silver
Rosewill RGM-300,0.0,Optical,Wired,1000.0,Right,Black
Adesso IMOUSE X1,16.85,Optical,Wired,3200.0,Right,Silver / Black
Adesso iMouse E7,32.47,Optical,Wired,6400.0,Left,Black
Lenovo 4Y50V81591,45.9,Optical,Wireless,2400.0,Right,Silver / Black
Evoluent VMDMW VerticalMouse D Medium,114.95,Laser,Wireless,1600.0,Right,Black
Verbatim 70246,20.99,Laser,Wireless,1600.0,Right,Red / Black
Pulsar X2V2,0.0,Optical,"Wired, Wireless, Bluetooth Wireless",26000.0,Right,Red
HP 930 Creator,62.99,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,Silver
Microsoft Mobile Mouse 6000,299.99,Laser,Wireless,0.0,Unknown,Purple
Microsoft Wireless Mobile Mouse 6000,137.23,Optical,Wireless,0.0,Both,Red
Kensington K72405US,24.99,Optical,Wireless,1750.0,Right,Black
Logitech M325,19.44,Optical,Wireless,0.0,Unknown,Purple / Black
Logitech M325,19.86,Optical,Wireless,0.0,Both,Black
Thermaltake SAPHIRA Team DK Edition,19.98,Optical,Wired,3500.0,Right,White / Red
Logitech M325 Spontaneous Pink,49.99,Optical,Wireless,1000.0,Both,Pink
Logitech M185,14.5,Optical,Wireless,1000.0,Both,Black
Genius NX-7000,0.0,Laser,Wireless,1200.0,Both,Black / White
Adesso iMouse X2,0.0,Optical,Wired,3200.0,Right,Black
Razer Atheris Stormtrooper,0.0,Optical,Wireless,7200.0,Right,White / Black
Logitech M325,24.0,Optical,Wireless,1000.0,Both,Silver / Black
Adesso iMouse E90,39.95,Optical,Wireless,1600.0,Left,Black
Adesso iMouse M20B,16.98,Optical,Wireless,1600.0,Right,Black
Cooler Master MM710 Glossy White,37.79,Optical,Wired,16000.0,Right,White
Verbatim 70242,18.6,Laser,Wireless,1600.0,Right,Silver / Black
Verbatim 70247,19.73,Laser,Wireless,1600.0,Right,Blue
Evoluent VMDL,89.99,Laser,Wired,0.0,Right,Black / Silver
Cooler Master MM720 Matte,0.0,Optical,Wired,16000.0,Right,White
MSI CLUTCH,29.99,Optical,Wired,6400.0,Right,Black
Zowie ZA13-B,0.0,Optical,Wired,3200.0,Right,Black
Logitech M650,0.0,Optical,"Wireless, Bluetooth Wireless",4000.0,Right,Black
Adesso iMouse A20,26.0,Optical,"Wired, Wireless",2400.0,Right,Gray / Black
VisionTek OCPC MR44,32.5,Optical,Wired,16000.0,Right,Black / Red
Dell MS3320W,37.59,Optical,"Wired, Wireless, Bluetooth Wireless",1600.0,Both,Gray
HP 240,21.0,Optical,Bluetooth Wireless,1600.0,Both,Red / Black
HP 430,43.99,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,Black
HP 410 Slim,43.99,Optical,Bluetooth Wireless,1600.0,Both,Black / Silver
Logitech MX Anywhere 3S for Business,95.98,Laser,"Wired, Wireless, Bluetooth Wireless",8000.0,Right,White
Razer Orochi,0.0,Laser,Bluetooth Wireless,4000.0,Both,Black
Gigabyte GM-M6880,0.0,Laser,Wired,1600.0,Unknown,Black
Logitech LS1,49.0,Laser,Wired,0.0,Both,Black
Logitech M310,14.99,Laser,Wireless,0.0,Both,Red
Sony VGP-BMS77,0.0,Laser,Bluetooth Wireless,1600.0,Both,Black / Silver
Logitech M305,89.99,Optical,Wireless,0.0,Both,Black / Pink
Microsoft Basic,0.0,Optical,Wired,0.0,Both,Black
Razer DeathAdder - Transformers 3 Collectors Edition - Bumblebee,0.0,Optical,Wired,3500.0,Right,Yellow
Microsoft D5D-00008,100.14,Optical,Wireless,0.0,Both,White
Kensington Pro Fit,0.0,Optical,Wired,0.0,Unknown,Black
Microsoft Wireless Mobile Mouse 1000 for Business,0.0,Optical,Wireless,1000.0,Both,Black
Microsoft GMF-00108,0.0,Optical,Wireless,0.0,Both,Green
Microsoft 3KJ-00001,89.99,Optical,Wireless,0.0,Both,Black
Lenovo 31P7405,0.0,Optical,Wired,800.0,Both,Black
Logitech M310,0.0,Laser,Wireless,0.0,Both,Purple / Black
Ergoguys EM011-W,0.0,Optical,Wired,1000.0,Unknown,White
3M EM550GPL,0.0,Optical,Wireless,0.0,Right,Black
Adesso ATP-400UB,38.26,Optical,Wired,0.0,Both,Black
Cyber Snipa CSLMSW01,12.95,Laser,Wired,1600.0,Right,Black
Verbatim 97253,8.94,Optical,Wired,0.0,Unknown,Purple
Verbatim 97256,10.24,Optical,Wired,0.0,Unknown,Black
Cherry M5450,20.13,Optical,Wired,800.0,Unknown,Black
Cherry M5400,0.0,Optical,Wired,800.0,Both,Gray
Adesso GP-160PB,49.99,Touchpad,Wired,0.0,Both,Black
Adesso GP-160UB,50.64,Touchpad,Wired,0.0,Both,Black
Kensington 64327,37.13,Trackball,Wired,0.0,Both,Silver / Black
Razer Naga Star Wars Edition,0.0,Optical,Wireless,0.0,Right,Silver / Black
Corsair Vengeance M60,0.0,Laser,Wired,5700.0,Right,Black
Microsoft 4YH-00005,0.0,Optical,Wired,800.0,Both,Black
ROCCAT Kova+,0.0,Optical,Wired,3200.0,Both,Black
Microsoft SideWinder X8,0.0,Laser,Wireless,4000.0,Right,Black
Logitech M310,43.99,Laser,Wireless,0.0,Both,Black
Logitech M325,24.88,Optical,Wireless,0.0,Both,Red / Black
Thermaltake MO-TRN006DT,0.0,Laser,Wired,5600.0,Both,Black
Mionix Naos 3200,0.0,Optical,Wired,3200.0,Right,Black
A4Tech G7-750D,0.0,Optical,Wireless,0.0,Right,Gray / Black
Cooler Master CM Storm Sentinel Advance II,0.0,Laser,Wired,8200.0,Right,Gray
ROCCAT Savu,0.0,Optical,Wired,4000.0,Right,Black
Ergoguys MIBRU-001,0.0,Optical,Wired,2400.0,Both,Red / Black
SteelSeries Sensei - Fnatic,0.0,Laser,Wired,11400.0,Both,Black / White
Epic Gear EGMA1H-OB,0.0,Laser,Wired,6000.0,Right,Black
A4Tech D-730FX,0.0,Optical,Wired,1600.0,Right,Black
Logitech 910-002730,0.0,Optical,Wireless,1000.0,Both,White / Silver
Anker AK-98ANDS2368-BA,0.0,Laser,Wired,8000.0,Right,Black
Mad Catz M.M.O. 7,0.0,Laser,Wired,6400.0,Right,Black
Mad Catz R.A.T. 7,0.0,Laser,Wired,6400.0,Right,Black
Razer RZ01-00770100-R3A1,0.0,Laser,Wireless,8200.0,Both,Black / Green
Logitech G100 Matte,0.0,Optical,Wired,2500.0,Both,Black / Gold
Gigabyte GM-M6980X,0.0,Laser,Wired,5600.0,Right,Black
Ergoguys WWT-13,0.0,Trackball,Wired,0.0,Right,White / Blue
Kensington Pro Fit Mid-Size Mouse,37.98,Optical,Wireless,0.0,Right,Red / Black
ROCCAT Kone Pure,0.0,Laser,Wired,8200.0,Right,Black
Sony VGPBMS11/S,0.0,Laser,Bluetooth Wireless,800.0,Both,Silver
ROCCAT Lua,0.0,Optical,Wired,2000.0,Both,Black
Corsair Raptor M40,0.0,Optical,Wired,4000.0,Right,Black
Verbatim Wireless Multi-Trac Blue LED Optical Mouse,13.99,Optical,Wireless,0.0,Right,Purple
Verbatim Wireless Multi-Trac Blue LED Optical Mouse,16.38,Optical,Wireless,0.0,Right,Red
Ergoguys Comfi Ergonomic Mouse,43.98,Optical,Wired,1000.0,Right,Black
Lenovo 57Y6666,0.0,Optical,Wired,0.0,Both,Beige / Black
Razer Naga Molten,0.0,Laser,Wired,5600.0,Right,Black / Red
Logitech MX310,149.0,Optical,Wired,0.0,Both,Black / Silver
Cobra Ajazz Quake7,0.0,Optical,Wired,2400.0,Right,Black
Mionix AVIOR 8200,59.99,Laser,Wired,8200.0,Both,Black
Perixx PERIMICE-713,0.0,Optical,Wireless,2000.0,Right,Black
Perixx MX-2000B,0.0,Laser,Wired,5040.0,Right,Black / Silver
Cobra E-3lueHorizon,0.0,Laser,Wireless,0.0,Both,Black / Blue
Cobra AULA Ghost Shark Gaming Mouse,0.0,Optical,Wired,2000.0,Right,Black / Blue
Samsung AA-SM7PWBB,0.0,Optical,Bluetooth Wireless,1600.0,Both,Black
Mionix AVIOR 7000,0.0,Optical,Wired,7000.0,Both,Black / Blue
AZIO G8 GM8200,0.0,Laser,Wired,8200.0,Right,Black / Purple
Cherry M-4230,0.0,Optical,Wired,800.0,Both,Black / Silver
Thermaltake Level 10 M,0.0,Laser,Wired,8200.0,Right,Green / Black
Lenovo 0C41072,0.0,Optical,Wireless,1000.0,Both,Black
Asus BX700,0.0,Laser,Bluetooth Wireless,0.0,Right,Gray
Logitech M325,0.0,Laser,Wireless,0.0,Both,Black / White
Logitech M325,39.49,Laser,Wireless,0.0,Both,Multicolor
MSI DS200,0.0,Laser,Wired,16400.0,Right,Black / Red
Zowie EC1-eVo,0.0,Optical,Wired,2300.0,Right,Black / White
Zowie EC2-eVo-CL,0.0,Optical,Wired,2300.0,Right,Black / White
SteelSeries Sims 4,0.0,Laser,Wired,1600.0,Right,White / Gray
Thermaltake TALON Blue LED,0.0,Optical,Wired,3000.0,Right,Black / Blue
Cooler Master Mizar,0.0,Laser,Wired,8200.0,Right,Black
Corsair M65 RGB,0.0,Laser,Wired,8200.0,Right,Black
Corsair M65 RGB,0.0,Laser,Wired,8200.0,Right,White
Cougar 700M,0.0,Laser,Wired,8200.0,Right,Black
ROCCAT TYON,0.0,Laser,Wired,8200.0,Right,White
Thermaltake VOLOS,0.0,Laser,Wired,8200.0,Right,Black
Microsoft Wireless Mobile Mouse 1850,0.0,Laser,Wireless,0.0,Both,Black
Razer Abyssus 2014 Essential,0.0,Laser,Wired,0.0,Both,Black
Evoluent VerticalMouse 4 Right,109.95,Laser,Bluetooth Wireless,0.0,Right,White
Logitech M320,54.88,Optical,Wireless,1000.0,Right,Blue
Corsair Sabre,0.0,Laser,Wired,8200.0,Right,Multicolor
Azza Diablo,0.0,Optical,Wired,2400.0,Right,Black
Thermaltake BLACK V2,0.0,Laser,Wired,5700.0,Right,Black / Red
FinalMouse FinalMouse 2015,0.0,Optical,Wired,3200.0,Right,Black
Mad Catz Office R.A.T. M,0.0,Optical,Bluetooth Wireless,2000.0,Right,Black / Red
Logitech M325c Francesca Fox,28.99,Optical,Wireless,0.0,Both,Multicolor
Logitech M325c Purple Zigzag,20.0,Optical,Wireless,0.0,Both,Purple
Logitech M325 Moody Mint,0.0,Optical,Wireless,1000.0,Both,Green
Kensington k72110us,11.39,Optical,Wired,1000.0,Both,Black
IOGEAR Chimera M2,0.0,Optical,Wired,2000.0,Right,Black
Lenovo 40K9200,0.0,Optical,Wired,0.0,Both,Black
Mionix Castor,0.0,Optical,Wired,10000.0,Right,Black
Corsair SABRE RGB,0.0,Laser,Wired,8200.0,Right,Black
A4Tech TL80,55.97,Laser,Wired,8200.0,Both,Black / Red
ROCCAT Kova RGB,0.0,Optical,Wired,7000.0,Both,Black
SteelSeries Rival 100,0.0,Optical,Wired,4000.0,Right,Black / Purple
SteelSeries Rival 100,0.0,Optical,Wired,4000.0,Right,Black / Orange
SteelSeries Rival 100,0.0,Optical,Wired,4000.0,Right,White
SteelSeries Rival 100,0.0,Optical,Wired,4000.0,Right,Green
Logitech M525,0.0,Optical,Wireless,0.0,Both,Black / Red
ROCCAT Nyth,0.0,Laser,Wired,12000.0,Right,White
FinalMouse Tournament Pro 2016,0.0,Optical,Wired,0.0,Right,Black
Zalman ZM-M520WBK,0.0,Optical,Wireless,16000.0,Right,Black
Corsair Scimitar RGB,0.0,Optical,Wired,12000.0,Right,Black
Zowie ZA13,0.0,Optical,Wired,3200.0,Both,Black
MSI INTERCEPTOR DS300,0.0,Laser,Wired,8200.0,Right,Black
Asus Cerberus,0.0,Optical,Wired,2500.0,Both,Black / Red
Razer Naga Hex V2,0.0,Laser,Wired,16000.0,Right,Black / Green
Mars Gaming MM1,0.0,Optical,Wired,3200.0,Right,Black / Red
Asus ROG Strix Impact,83.99,Optical,Wired,5000.0,Both,Black
Redragon M702 Phoenix,0.0,Optical,Wired,0.0,Right,Black / Red
Creative Labs Siege M04,0.0,Optical,Wired,12000.0,Right,Black
Asus ROG Strix Evolve,69.99,Optical,Wired,7200.0,Both,Black
HP X3500,51.0,Optical,Wireless,0.0,Both,Black / Gray
ROCCAT Kone EMP,0.0,Optical,Wired,12000.0,Right,Black
ROCCAT Kone AIMO,0.0,Optical,Wired,12000.0,Right,White
Cooler Master MasterMouse MM520,0.0,Optical,Wired,12000.0,Unknown,Black
Anker AK-A7809012,0.0,Optical,Wireless,1600.0,Right,Black
SHARKOON Drakonia Black,0.0,Laser,Wired,8200.0,Right,Black
HP Pulsefire FPS,0.0,Optical,Wired,3200.0,Right,Black / Red
HIRALIY HR-F300,0.0,Optical,Wired,5000.0,Right,Black
Razer Mamba Hyperflux & Firefly Hyperflux Bundle,0.0,Optical,Wireless,16000.0,Right,Black
Adesso iMouse S60B,19.53,Optical,Wireless,1600.0,Right,Black / Silver
Adesso iMouse S60L,15.46,Optical,Wireless,1600.0,Right,Blue / Black
Adesso iMouse S8L,12.05,Optical,Wired,1600.0,Both,Blue / Black
Cougar 700M EVO RGB,0.0,Optical,Wired,16000.0,Right,Black
Razer Deathadder Elite Overwatch Edition,0.0,Optical,Wired,16000.0,Right,Black / Orange
RIOTORO URUZ Z5 Classic RGB,0.0,Optical,Wired,4000.0,Right,Black
GameMax Strike,0.0,Optical,Wired,3200.0,Right,Black
Mionix AVIOR-7000,0.0,Optical,Wired,7000.0,Both,Black
Mad Catz The Authentic R.A.T. 2+,23.41,Optical,Wired,5000.0,Both,Black
Zowie EC2-B CS:GO,0.0,Optical,Wired,3200.0,Right,Black / Gold
SteelSeries Rival 310 PUBG Edition,0.0,Optical,Wired,12000.0,Right,Black / Blue
Logitech M325 Purple Peace,49.99,Optical,Wireless,1000.0,Both,White / Purple
ROCCAT Lua,0.0,Optical,Wired,2000.0,Both,Black / Blue
Logitech M170,12.99,Optical,"Wired, Wireless",1000.0,Both,Blue / Black
Logitech M325c Floral Spiral,24.99,Optical,Wireless,1000.0,Both,White / Pink
Logitech M325c Taboo,0.0,Optical,Wireless,1000.0,Both,Black / Red
Logitech M185,14.99,Optical,Wireless,1000.0,Both,Blue / Black
Logitech M325c Skate Burger,17.98,Optical,Wireless,1000.0,Both,Blue / White
Logitech M325c Summer Bouquet,69.95,Optical,Wireless,1000.0,Both,White / Pink
Adesso IMOUSE X3,0.0,Optical,Wired,6400.0,Right,Black / Gold
Adesso iMouse V10,0.0,Optical,Wireless,1600.0,Right,Black
Adesso iMouse S8R,11.79,Optical,Wired,1600.0,Both,Red / Black
Adesso iMouse T30,35.29,Optical,Wireless,4800.0,Right,Black / Red
Acco Kensington K72422WW,39.2,Optical,Wireless,1600.0,Right,Red / Black
Evoluent VMCRWG Vertical Mouse C,0.0,Optical,Wireless,2600.0,Right,Gold / Black
Trust GXT 188 Laban RGB,0.0,Optical,Wired,15000.0,Right,Black
Targus W571,17.98,Optical,Bluetooth Wireless,1600.0,Both,Black
HP OMEN Photon,0.0,Laser,Wireless,8200.0,Right,Black / Red
HP OMEN 600,79.2,Optical,Wired,12000.0,Right,Black / Red
Aula SI-9008,0.0,Optical,Wired,3500.0,Right,Black
Glorious MODEL D GLOSSY,64.13,Optical,Wired,12000.0,Right,White
Microsoft RJN-00025,36.99,Optical,Bluetooth Wireless,0.0,Both,Green
Aula Ghost Shark,0.0,Optical,Wired,2000.0,Right,Black / Silver
Kensington Pro Fit,34.88,Optical,Wireless,1600.0,Right,Gray / White
Verbatim 70243,24.42,Laser,Wireless,1600.0,Right,Red / Black
Verbatim 70236,13.99,Optical,Wired,0.0,Both,Red / Silver
Verbatim 70245,19.98,Optical,Wireless,1600.0,Right,Silver / Black
ABKONCORE A900,0.0,Optical,Wired,16000.0,Right,Black / Silver
ROCCAT Leadr,0.0,Optical,Wireless,12000.0,Right,Black
Asus ROG GLADIUS II ORIGIN PNK LTD,0.0,Optical,Wired,12000.0,Right,Pink / White
Venatos Swapper Pro,0.0,Optical,Wired,16000.0,Right,Black
SteelSeries Rival 300 CS:GO Fade Edition,0.0,Optical,Wired,6500.0,Right,Purple / Yellow
Endgame Gear XM1 RGB,0.0,Optical,Wired,16000.0,Right,Black
Tempest MS100 Paladin,0.0,Optical,Wired,16000.0,Both,Black / Red
Tempest X5S Strider RGB,0.0,Optical,Wired,4800.0,Right,Black
ROCCAT Burst Core,0.0,Optical,Wired,8500.0,Right,White
GAMDIAS ZEUS M1,0.0,Optical,Wired,7000.0,Right,Black
GAMDIAS ZEUS P1,0.0,Optical,Wired,12000.0,Right,Black
HP OMEN Vector Essential,0.0,Optical,Wired,7200.0,Right,Black
Monoprice Dark Matter Hyper-K,0.0,Optical,Wired,16000.0,Right,Black
Logitech Graphite Signature M550,0.0,Optical,Bluetooth Wireless,4000.0,Both,Gray
Razer Viper,0.0,Optical,Wired,16000.0,Both,White / Gray
ninjutso Katana Superlight,0.0,Optical,"Wired, Wireless",19000.0,Right,Black / White
ninjutso Katana Superlight,89.99,Optical,"Wired, Wireless",19000.0,Right,White / Black
Xtrfy M4 RGB,69.0,Optical,Wired,16000.0,Right,White / Beige
Xtrfy M4 RGB,65.0,Optical,Wired,16000.0,Right,Pink
Xtrfy M42 RGB,0.0,Optical,"Wired, Wireless",16000.0,Right,Black
Xtrfy M42 RGB,64.98,Optical,Unknown,16000.0,Right,Pink
Xtrfy M42 RGB,65.0,Optical,Unknown,16000.0,Right,Blue
Lamzu Atlantis OG,0.0,Optical,"Wired, Wireless",26000.0,Right,Pink
Pulsar X2 Mini,0.0,Optical,"Wired, Wireless",26000.0,Right,Red
Pulsar X2 Mini,0.0,Optical,"Wired, Wireless",26000.0,Right,Black
Pulsar X2,0.0,Optical,"Wired, Wireless",26000.0,Right,Red
Pulsar X2,0.0,Optical,"Wired, Wireless",26000.0,Right,Black
UtechSmart VenusPro,0.0,Optical,"Wired, Wireless, Bluetooth Wireless",16000.0,Right,Black
Macally DYNAMOUSE,0.0,Optical,Wired,1600.0,Both,Black / Silver
Logitech M650 L,0.0,Optical,"Wireless, Bluetooth Wireless",4000.0,Right,Black
Logitech M650 L LEFT,0.0,Optical,"Wireless, Bluetooth Wireless",4000.0,Left,White / Gray
Dell MS3220,27.95,Laser,Wired,3200.0,Right,Black
Logitech POP Nightfall,29.99,Optical,"Wireless, Bluetooth Wireless",4000.0,Both,Black
Logitech POP Cosmos,39.99,Optical,"Wireless, Bluetooth Wireless",4000.0,Both,Purple
Asus ROG Strix Impact II,0.0,Optical,"Wired, Wireless",16000.0,Right,Black
Adesso iMouse P10,29.99,Laser,"Wired, Wireless",800.0,Both,Silver / Gray
Verbatim 70750,24.99,Optical,"Wireless, Bluetooth Wireless",0.0,Both,Black
V7 MW150BT,19.97,Optical,Bluetooth Wireless,1000.0,Both,Black
V7 MW650,0.0,Trackball,Wireless,1200.0,Right,Black / Red
Dell MS3320W,27.95,Optical,"Wired, Wireless, Bluetooth Wireless",1600.0,Both,Black
Dell MS3320W,39.35,Optical,"Wired, Wireless, Bluetooth Wireless",1600.0,Both,Black
Dell MS5320W,56.78,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,Gray
HP 235,26.73,Optical,"Wired, Wireless",1600.0,Both,Black
HP 710,64.98,Optical,"Wired, Wireless, Bluetooth Wireless",3000.0,Right,Black
HP 250,24.99,Optical,"Wired, Wireless, Bluetooth Wireless",1600.0,Both,Black
Targus AMB582GL,27.88,Optical,"Wireless, Bluetooth Wireless",2400.0,Right,Black
Kensington Orbit,49.68,Optical,"Wired, Wireless, Bluetooth Wireless",1600.0,Both,Black
Targus AMB581GL,22.98,Optical,Bluetooth Wireless,0.0,Both,Black
Kensington Orbit,42.99,Optical,Wired,0.0,Both,White
Kensington Pro Fit Ergo,59.99,Optical,Wired,800.0,Right,Black / Red
Kensington SureTrack,15.79,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Both,Red
Kensington Pro Fit,45.41,Optical,"Wired, Wireless",1750.0,Right,Blue
Logitech M317,46.99,Optical,"Wired, Wireless",0.0,Both,White / Purple
Logitech M317C,0.0,Optical,"Wired, Wireless",0.0,Both,Blue / Black
Logitech 910-002893,14.99,Optical,"Wired, Wireless",1000.0,Both,Red
Logitech M187,13.99,Optical,"Wired, Wireless",1000.0,Both,Teal / Blue
Logitech M187,13.9,Optical,"Wired, Wireless",1000.0,Both,Blue / Teal
Logitech M220 Silient,0.0,Optical,"Wired, Wireless",1000.0,Both,White
Logitech PEBBLE M350,29.99,Optical,"Wired, Wireless, Bluetooth Wireless",1000.0,Both,Purple / Yellow
Logitech PEBBLE M350,0.0,Optical,"Wired, Wireless, Bluetooth Wireless",1000.0,Both,Blue
Logitech PEBBLE 2 M350S,22.99,Optical,"Wired, Wireless",1000.0,Both,White
Logitech Signature M650,39.99,Optical,"Wired, Wireless, Bluetooth Wireless",4000.0,Right,White
Logitech M325S,0.0,Optical,"Wired, Wireless",1000.0,Both,Multicolor / Black
ROCCAT Kain 120 AIMO,0.0,Optical,Wired,16000.0,Right,White / Black
Mad Catz M.O.J.O. M1,39.89,Optical,Wired,12000.0,Right,Black
Microsoft 22200049,0.0,Optical,"Wired, Wireless, Bluetooth Wireless",2400.0,Right,Blue
Microsoft 222-00017,0.0,Optical,"Wired, Wireless, Bluetooth Wireless",2400.0,Right,White
Microsoft 8KX-00001,39.99,Optical,"Wired, Wireless, Bluetooth Wireless",1000.0,Both,White / Gray
Microsoft Arc,79.95,Optical,"Wired, Wireless, Bluetooth Wireless",1000.0,Both,Black
Microsoft KGY-00064,36.98,Optical,Bluetooth Wireless,1800.0,Both,Pink
Microsoft Modern Mobile,39.01,Optical,"Wired, Wireless, Bluetooth Wireless",2000.0,Both,Green
YEYIAN Links 3000,22.99,Optical,Wired,7200.0,Right,Black
